"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10"
"P00426",165691.244543082,46730.1852426997,18108548.6448211,1120058.52023835,4775415.33065114,928393.387035795,9244654.54961833,677461.674457861,9663331.75912025,141181.337806635,244530.85428733,591208.945249264,432810.498875273,203100.230700392,766910.539690972,860209.265846876,205214.065417305,2556462.63464756,2780408.25067255,170665.241717189
"P00427",31659.4055736191,97058.8241866854,499808.185339805,989696.363162797,512910.368056556,102655.396062061,640728.972552356,405891.212182872,1445572.79756908,303520.917058858,207765.419259522,512263.246344716,463735.800460031,163906.851941433,117549.819781907,269239.730137889,172766.904548257,854619.329236175,543792.322274291,205285.374995518
"P00428",44221.24563935,104591.968167776,35706.4938404146,106048.95570326,605538.708390662,190205.194688846,383513.951398108,98154.9179227864,398191.746207623,196258.752613607,41634.2327291456,517520.002990694,472388.332170159,219564.430667439,76978.6343066443,315982.943277263,180447.315655755,671078.235578388,56095.7323568128,115691.543251115
"P00429",41918.6241525365,74481.8640557352,113229.355046988,3264430.48546601,383601.049652032,52160.5900841679,797096.66211924,260996.426766743,2673508.90608996,292532.885893462,11127.8633956792,442310.619953755,427735.952914048,182442.206464194,66857.1343798127,53683.5421486189,178839.503772288,155314.760636812,104127.156428103,148899.05179217
"P00430",4817.47743406192,109920.067696078,20549.2312379733,310215.759138413,46480.5038806235,16339.4463519078,99143.5999007566,35442.1385303188,29110.7908336754,320114.317800208,11725.2529852796,484586.336039502,470701.165560028,218282.807189228,29386.4677928606,8890.89919537192,130232.615695145,66211.7616862518,2310.71362589426,91722.3321138666
"P00431",6110.62700194767,92348.1898713514,5753.76969960071,19687762.1200064,203513.159451695,12093.5235539909,59016.9886250115,254843.14745593,205373.61067346,281625.995504704,6951.4872344976,418352.791945143,437064.787345817,122108.646261435,2767.05337475403,271561.039849792,127533.683958201,108473.070203834,7869.24934867569,145247.884350223
"P00432",2162023.05213184,29180.0531555566,171562236.348875,106252192.262841,59348570.734533,3291884.46738198,2283181649.87867,82562090.7504136,60648490.6105121,45313.8515506093,18109296.0563839,653014.406069415,188119.164959179,110465.795221005,787051.33766302,14610127.7083759,206302.957266529,30189975.7585728,237507301.002088,324817.842654225
"P00433",65996.6652840402,100595.604490567,6104126.73324741,3809314.81742872,673362.892773682,138037.671352426,8822111.54740649,1169919.15334133,1382531.83887339,177196.430821571,382830.600350388,483902.833654687,454644.763282818,191875.801632143,231596.100945089,795509.01883856,195142.408115948,898346.870655859,375240.000579833,218033.55064509
"P00434",105473.524409535,41597.9589467801,2740413.42922564,46170320.9151389,31346758.297685,4288859.67626491,23546050.9889161,286554445.360002,7780056.48935506,147007.36687413,9662297.30806689,614213.771855649,283488.825996724,146928.075551924,2399549.32342244,14843418.4086484,204636.054408205,11245752.3301384,1934233.41499817,253963.05087647
"P00435",4143.80989148442,108762.24638839,10458.5979672092,646716.002204528,92174.640780718,5695.90177766151,124711.618972494,69724.5629768978,183946.303459309,325540.264523552,25133.0918213081,270850.262313531,408450.433899268,176331.425248464,2660.02801802771,4042.54277746746,127623.47495691,39939.2927244342,7455.28446710077,102813.917969408
"P00436",2606295.16790801,29262.3110547092,405711234.4723,52389576.5556278,36052904.5291236,5005347.98767069,1057285135.56324,29672039.1767719,18102223.7614009,75403.8930082357,33630874.4900179,630298.519423977,143274.169480314,65117.7910901228,2604813.07018057,68471330.893705,204805.314480331,2939461.14583789,527869186.461509,305609.054403837
"P00437",250578.583468155,49296.3461832605,14013434.203171,39156700.4915218,30898822.0654213,851012.612444617,32978177.953275,1368382.84876816,6071452.62129423,61103.659082626,7653320.09659003,618332.981969456,325288.249339245,105491.742212743,1567519.04929524,4850775.66317176,198359.19843311,3904300.67627358,11489884.6144928,291132.268604758
"P00438",958202.135863224,34032.2697333508,102212008.513555,22640789.273718,9919787.44006278,2025994.28129683,9147678.86312717,14393025.3715442,5477900.00925563,52654.1616837958,16700066.2088485,635629.22701898,251163.404950469,110730.465901729,6042728.60562608,5829595.73551619,206384.031396659,4806125.44054126,3181942.65068796,328969.558556127
"P00439",31254.6488511487,77058.2208215294,2737371.0483121,2817718.73376729,3950679.75871917,105267.894558829,5859564.10448093,1071317.28184914,986033.306656839,188865.783807552,593441.854415171,466733.384293673,426173.853354894,138901.145398938,55205.0577688258,319411.396846327,203328.372421112,197681.034040932,1625035.66819843,257599.675553335
"P00440",8903.77496501739,113615.817533222,679189.415665191,619870.059998512,176730.612190833,24213.2921119269,504433.124613799,193493.842556136,666973.06788673,266393.95436313,113142.348333228,443741.288868656,452479.163842968,214432.578520511,8370.65154773759,76752.5630199858,168063.680154951,612024.413222359,189910.409089061,112678.92682118
"P00441",9401.09213788181,117776.46246839,349263.568665927,383950.085817328,65727.2252490502,28943.7391524001,808778.711745335,20683.2895965799,380060.143694306,325413.688132551,4480.10028812756,506618.566151558,477141.638378399,221910.119027548,11322.4149344993,42883.3372829254,170809.839180687,82248.6302382147,218222.939303939,137406.023464833
"P00442",9680.82551982114,117733.904946402,199100.719712478,511030.744825085,469564.013073104,73039.4438886631,541579.41470403,49571.2165924165,592201.602473279,263676.325235665,18696.605104031,541307.25127615,469226.255424391,204235.552622355,37318.0344781277,64681.8734275965,136297.389315876,219695.114295607,123142.833385371,156722.318635789
"P00443",6513.94677768529,110719.97485591,7844.8772590804,2456395.20056834,21301.8492412659,36127.7896430002,49900.0321135493,434485.8775524,101383.378488421,200016.029693102,11470.5606566967,523829.638781599,438495.437777115,173804.397901861,2931.33761478397,93614.6010824899,130336.849976995,284566.855148822,2324.54697290848,252988.665880283
"P00444",53003.560307904,60022.6555868259,14631144.7518895,8311747.13398534,1696366.48384842,307122.048593004,7051909.22324237,18006762.8540469,2741991.42949669,73126.8505058649,623851.498354002,581652.518743897,424899.283870145,164694.72363346,1049564.77028376,9793959.34636535,203276.516742072,4100522.72343845,24572896.1513779,240155.99585484
"P00445",15117.657472377,110880.643685034,6387.57652065333,28392.122811267,59301.5114113146,39396.5580128216,129085.688693339,11977.3058701435,143806.338374938,307878.700200644,9318.87645908625,287516.361717683,476961.444426002,212461.01901647,6514.59054485152,15287.8725995268,118293.793950353,235431.18577946,12957.5039634001,89443.1413359375
"P00446",65969.6998426699,94338.7007041691,1289868.52889322,372311.363151111,2135798.73527033,329276.029499292,16382031.3274483,221461.00942608,1022668.53455816,126716.564435066,110987.481163956,553579.410104743,429472.200263817,207873.830463268,308299.824512381,3379249.52126991,190288.43462922,547998.572896041,1154476.86487833,165343.81442248
"P00447",1334.89235840806,117002.273233886,2605.43726886792,1094468.78958724,5956.73054214141,35726.7902888363,23059.4346601979,34839.8126132865,138807.352069488,311823.598883334,4244.91905284338,300160.886137883,413075.516457999,213575.34608605,597.740287660623,33058.06676811,104429.066732758,70306.0534710954,1373.94712280842,121643.214681245
"P00448",42126.6966301445,105206.808073576,44606.8414127916,933661.972441434,231166.911971328,27225.6312681411,1430726.38266364,290606.99900137,655851.24665578,294601.019995915,28029.5752355285,419969.371668233,479364.241414726,220804.175836053,16459.5761161934,360002.036237496,183039.032392948,316483.050885674,17332.0279511182,110105.649806373
"P00449",15651.9745750134,79663.8755929176,123555.407955587,4758992.41093658,248325.479953772,452859.048920791,1166927.18508687,393865.292148609,552949.133890308,267775.600842661,813061.490369029,543577.659785171,393538.375772006,212358.842909726,124315.532633516,119806.8291924,195132.997824994,1502553.22202733,2266934.41812931,180329.258326037
"P00450",106040.929664732,104965.500347115,509876.615037007,2721229.40903378,398403.174869015,78119.8462202673,3305121.78551062,608364.902130572,776881.498644326,249875.610056038,77679.1687489705,548080.829975441,362380.969805705,161557.78768832,48624.0444588862,231885.650615665,193484.547010015,504739.970340387,335306.701950693,175414.780313451
"P00451",358086.982580368,66327.6800274804,851679.989062357,13138441.7026565,4335931.90051383,666412.428417431,4386641.66379206,2130938.00036523,1389300.61692551,136254.364373529,193572.09060615,558985.407853989,361252.362432533,128556.241223109,166546.207783012,934612.58038416,205111.401854226,1502148.71121872,5746921.53980728,229257.88245247
"P00452",52604.3593159593,55452.659060127,253443.26059159,4291821.85535167,2720886.37636666,78078.2040617356,1652746.96171879,1585310.50246203,1027940.55062982,133229.389928689,257104.807476041,474431.522879264,387967.488075072,172078.087518044,39247.9247298179,564917.862600424,187674.819709844,4669618.84921669,1412656.10776051,176620.653240902
"P00453",110633.63948684,43743.5350348281,1336216.75161646,64909426.1839869,4731654.82366316,184828.482210854,26979756.3988746,14985269.3589369,7866348.32112918,154085.893137159,804541.368025228,586091.316955871,357849.397863033,141837.022085713,85007.5893280344,4100903.04408367,202898.606633709,1505400.20738969,875182.277602885,270222.663170891
"P00454",73425.7270082251,88102.5571750961,1333949.75841345,1838415.28992941,1402807.10581803,63634.7575745681,1549840.27389967,1064571.21620788,315627.092033481,153209.717941287,315138.2560186,570811.798683823,473207.115495932,199985.798110787,67080.8279489308,516737.128066783,179320.24800304,433672.237730833,449473.023874125,172367.227435876
"P00455",11768.1602390618,117568.581660362,34956.8431125145,273846.642626787,108880.94375053,38079.2385803091,29241.7556671708,76009.6966226396,354398.239004653,313916.403563178,4273.17235202298,278775.727874854,477869.117971824,222975.878317555,7302.9439300426,14473.7201975357,157311.110423962,133477.937318542,64160.3590363079,90250.2231603109
"P00456",19037.9558937799,115028.439943226,164379.305843385,1006220.50545273,243768.86937618,56691.1312728541,762261.988728634,282678.543923897,509373.486100421,304619.374613289,5079.24545178636,368513.243125564,477722.156390227,199904.882137616,16604.9057014897,101464.718060693,182481.707867641,465303.982063612,55016.5037225303,137487.510924073
"P00457",115784.791592828,56315.613700695,14385279.5367316,3670239.89291423,1535817.39790464,259581.977239164,5062436.2197749,10694161.7214891,2179616.12162445,178038.318777956,278640.452710463,578091.792926421,367496.835177604,124497.858620528,110303.951723978,716582.346778095,204543.697299736,794052.43903104,2307465.17729153,198709.554518601
"P00458",916042.555862479,34378.5475648995,148796868.895177,3698497.09136066,11320035.1417237,3682283.36253908,63400279.4113511,93796658.2395041,13178016.2644059,84153.3285691871,13034589.9782957,641083.026592869,378580.390482117,125715.170424602,3790395.40512102,20829252.1601501,206332.942005351,26399972.5570158,43177031.7627614,283958.042651175
"P00459",1428.65062325754,71488.149104182,1956.12287020779,166453.55736811,24670.1955253697,4346.2918466426,33309.1852154479,6026.70617619478,51897.6524049611,181901.644963561,2088.5422028514,203023.555698715,453297.908903948,212568.325012958,628.464420349845,1340.18871646615,110828.532837326,13673.5008489866,815.985334925368,69814.9237752694
"P00460",184959.37873,36834.7916650027,175634218.623555,74650566.1433137,19157235.4638556,1045000.93055364,136854881.945327,176674818.252623,20154129.9936527,68772.7894684214,12343403.9436179,610155.592675533,162282.839831522,59621.193442326,789590.425577137,9131382.93897159,205341.57426002,1822545.89439609,77855019.6789639,265604.366241296
"P00461",2205.34864965716,115296.460530216,11617.297490356,160894.433805617,51257.8761527364,2402.20130837796,108608.366358664,67698.8635385961,299861.664356097,313633.120992247,7193.18690086893,236254.563392606,317700.622932347,217965.376786999,1785.24582539077,3885.03351518646,111782.382343002,21586.7460683339,6132.89328498523,68160.3540185464
"P00462",40892.2928548578,99825.0701858549,22807.9652320333,2411436.8370231,259771.731008202,28810.8959637558,550018.625169122,1704101.02637925,1511734.37681351,312568.249948645,148179.502982805,534013.820902285,424487.705759264,176411.774682039,23653.5738265578,76085.3072428279,188649.785970871,789047.982064646,200015.162741671,175063.11995001
"P00463",141108.053287899,61415.6772287547,12947021.1068564,1359448.95001545,902974.442280183,432131.12851906,1518716.64799658,2563185.99510016,3434943.67039196,133511.307583015,2120160.94469172,572267.496565685,372826.038439265,186753.998028651,3838000.36991136,1318685.50629135,195635.226274845,7621519.35110338,5778949.66788086,186053.7224804
"P00464",37640.7521221049,61526.629806533,1910546.76996762,462754.491497459,267824.109664889,78222.3777364604,1541954.18532856,2990332.00801041,677046.132181526,179842.722881435,75734.5852183689,559307.215954989,428249.247742717,189757.023732899,373017.220039889,268295.014971365,202597.303420015,1789908.54294887,109493.897449173,186233.945210952
"P00465",20024.2606845787,86153.7237426421,64069.0424828458,109499.304400022,387410.323594734,396501.195223411,672482.468984191,184695.534767895,2244316.26966854,160922.684474117,100970.198101684,525039.077577375,392294.701917578,202649.961388609,715546.045824726,1275467.03534032,184125.310865558,440771.156857507,803242.602586132,154464.731222939
"P00466",255789.878967689,67273.0504539473,3631983.94421631,29025073.8716503,2771430.93086869,145140.103428587,6352776.79514466,13691408.3386921,11195011.4247259,124491.824158965,7338243.55897032,556458.860859989,331719.972307414,110801.591935419,48879.8072993612,423302.874355204,203274.848697491,1822324.82603499,366303.57318192,195522.12860811
"P00467",26875.8546574243,106168.956273917,590430.796818312,541303.966390508,973514.328033762,38443.5285552405,722087.476909857,983386.190388973,1013472.97316132,244857.323879974,23771.4188131949,519066.734961956,478617.07812172,165160.877035528,58237.1145176298,94530.1649292503,174955.438399248,775183.144540716,48756.8283944281,140987.460470377
"P00468",2329.84047703958,115772.849208045,25476.6854612604,389771.536235899,29628.8571964557,5451.19918971787,96258.4576450108,32060.6276220969,277437.01364884,313585.975025737,7150.73185283937,257889.925923486,457613.485876687,221823.526833544,856.974317795852,22315.0367110386,148383.511417326,22295.8538008328,6358.31606543523,81002.3614981753
"P00469",109814.019047602,47253.3108934038,3520918.80304075,56149907.8567607,274647.172937807,560467.388955157,17207021.2644083,8626182.47215375,1122622.64984161,102858.363629951,59442.2496422356,560055.611518199,381285.689203772,107611.601044666,69781.3754670915,770394.787835419,190650.04935481,2648605.21730118,272397.445232254,240651.686034846
"P00470",196396.651366016,73014.0427243973,32007033.7762662,603549.316963513,28305017.3845465,650299.668934732,15356633.7697507,8796837.35059543,4363652.68753685,57509.0073861428,4080429.96329151,591979.555651719,344507.677436657,108213.40529026,6378662.89446954,13757302.4690628,202443.037865101,6578470.86109342,14307401.0940277,226889.608581297
"P00471",118300.701397229,61423.0017942516,9465795.24862747,1466050.62137771,2668316.88676822,2311032.49558349,547831.999287542,1243925.38501858,3563728.17179054,114063.134134882,1123503.84889106,618339.188313658,370767.274199952,193013.691278298,3701830.46343308,3134763.35434348,203723.50385812,6802639.84883352,1599702.84352193,180951.755614533
"P00472",22374.077344186,66972.8057632632,3548509.83952961,2365847.79778877,326900.588692871,174349.95022902,2689156.94287111,962415.177213664,1054571.58484788,118526.039134137,338333.185048002,497100.9961472,422889.073964847,207993.979395047,38439.6607557455,208994.06946318,170757.837342503,1517234.73498901,885179.33891427,188959.860866623
"P00473",22750.9758770956,116447.740886566,37230.5107549145,882121.611713058,119858.368590164,39620.6402686449,3222320.70775048,554988.496161398,564887.857320039,311713.899334577,11486.8204116878,413801.230913716,477217.247639979,217497.361809571,24191.2993087646,33420.9540369588,152984.50584906,150458.296210724,255747.217304033,93612.3272348558
"P00474",51389.2589834344,100773.440279352,141797.688776209,669558.156319199,981248.785265721,41734.3189600806,1587291.47621551,435648.876562001,2973179.48264282,288852.699920097,29846.9774802727,409080.230114109,466107.782002202,220596.055361186,51326.6863142442,68568.8178289349,167458.35576,402518.049179877,174024.259919246,147430.866321789
"P00475",4044.82840395567,97692.6132748053,5627.94781238258,664252.529850151,22859.5052870813,2765.19070729015,86145.5994117465,24274.7534069278,131048.242297473,258463.208335554,3497.38243628867,74198.3686934891,429545.481931568,210524.082200749,1665.47563361508,13478.1094220074,117913.452318409,16878.129546901,2475.89652838017,75822.3108653966
"P00476",31463.6905404877,118263.251115649,193124.809109463,1268540.75050725,103102.361207346,17441.3912339547,518273.500047242,89824.5791661939,1240553.59194368,270699.610985125,18022.1149713701,423899.364110049,457305.298362793,207869.212885771,84042.222120691,294669.826144456,198202.450635073,440579.381672239,127364.774561491,153295.538695472
"P00477",20927.7741185771,118313.28495656,54884.0999519764,170382.885473384,126580.56639981,48519.6369290646,243028.441765416,18743.0428067959,315991.461415187,161283.786805162,51921.1892487071,361075.790913713,414507.659277114,197541.151703355,22585.0849299401,51555.0067880427,150315.201764831,87832.1861467115,41271.4317099847,144085.023769884
"P00478",890876.955306897,38428.7344712923,170054765.620438,20216913.5322041,25693584.1526287,4520457.11677562,75279772.1922769,52250479.4101677,11138183.9831009,50988.6073781754,2075027.09424567,622496.400990869,255558.838584907,101368.926893096,7300190.81319183,13077638.452176,206765.411120419,13209823.6887886,46432075.4768311,250087.795240093
"P00479",21561.2812877194,67076.5986290548,201045.348470733,6620582.77623243,524539.314760643,83289.0863736349,3337414.33089624,213707.492144654,827802.508566886,279980.785954589,34061.0079227079,407312.628646203,416534.716145782,168964.671424305,5775.76174722252,168489.840163148,204564.659387121,245127.671255612,31847.9867481571,176232.663858797
"P00480",234832.074501936,103919.577782597,27792558.3774633,3472172.98067732,4080397.00673559,764432.533767922,2355559.00651249,5261167.53006352,5023634.45212796,136758.446547966,242762.882055128,535563.244221642,296446.704872297,149307.01225636,339870.589011127,1956728.02076411,206562.138835333,3133579.21332646,6699710.01855273,241661.319070779
"P00481",17342.1746979917,117769.283093699,230127.566811076,657521.265759906,297795.610456797,32208.6706236653,214134.687965931,223087.120447007,810974.493953728,323997.244767645,55947.4966033575,461601.218638805,468907.360137486,217975.768053112,15305.7671445289,17812.4737900781,174122.835445563,218447.081142112,5752.50649806659,127535.425435065
"P00482",135890.028759351,90604.2316452444,508359.11882504,2317487.54605314,1283052.92602348,542389.971359077,1957245.10817468,643203.357263068,7066712.42171799,119527.494172421,280603.820864155,585884.085913626,419219.665081834,210645.616333942,263470.314946295,3210720.04595627,201534.925454568,7864775.67807374,528114.895645015,135886.70889947
"P00483",232585.384765513,54471.7477100131,490161.779952197,1116781.88240556,1004093.12597903,414683.256400091,1282279.32156139,19088984.162807,1320532.27858851,150075.057448922,3305027.85281892,532347.960754341,398627.566270326,183009.208022877,441035.599366024,306099.492966806,196303.424102271,1451427.14002492,695164.592733952,165481.470173438
"P00484",97094.3384955418,78509.6443036381,300833.654683484,15091331.6501698,5175978.09422085,232786.067101747,19664809.3129559,917135.020169423,2389499.64018537,229351.453172838,139917.007326698,567279.30080783,446857.05021878,146895.846320163,444736.067495196,4140462.49749921,206979.916633918,628833.457709864,9617921.07969978,223549.203606637
"P00485",32118.6643452965,110108.976308847,8736.22595708184,139781.497060206,109542.069050748,9072.49862836852,197934.522386617,40940.5375890065,695680.331476723,276375.114311753,18689.3471791291,403400.230198894,455843.214468394,216030.263393228,10423.0548461551,53103.4189914722,138711.91019146,108895.113255808,14934.1289725131,100471.158795773
"P00486",73081.0617165256,78630.2367818043,3682853.74019232,1098814.00587617,7233593.63338652,87744.2675315642,20476459.4393041,433418.634215709,987250.916838302,203131.455416288,2675064.13316602,563290.390761362,468315.721384251,192303.95564769,76783.5903509084,395142.314375697,196678.47925136,608373.125753299,773900.692043776,189951.56926602
"P00487",31610.7499196361,90750.6800589957,272562.847200543,2593845.16090761,245824.070009853,57561.6137307676,1029347.2189936,1736649.24207025,878698.004202579,239112.0921751,118321.730389443,504799.30468372,457627.270716964,203857.0070358,261726.344650782,454356.945122207,200817.796421474,621128.08694822,5783018.37117437,133410.688033136
"P00488",234879.727334647,42686.0287476774,305189864.442629,7946568.28485201,18833706.8221257,700438.436510909,26922190.3362538,28981652.5239779,5364516.70112861,72670.7795495211,11295244.8721943,613761.026803934,246110.021310445,116844.810756698,2336019.84609977,13385335.6676778,206646.68485143,2648084.71253246,30983627.5727912,243104.776281675
"P00489",6704.83131143865,102109.752905377,93197.5124213152,253334.653159922,96630.6372963103,33750.620774889,75782.1290396322,108151.152630915,276740.217959342,285836.288111786,43274.0039616916,412755.030808793,479647.092917789,215103.132993054,27704.8274061168,4338.01619934143,167445.860931988,163460.852535165,37831.4496421269,91894.4553175453
"P00490",21943416.7116306,26676.4700809325,234349719001.95,1625979102.51052,1390399473.16703,138775773.610708,37376726366.1973,8483682334.8657,1144119287.76676,17556.1040906567,1220551684.02772,1030171.04705756,109330.253138956,56795.1984910327,1004409570.92379,15594121773.2487,203002.705071219,1162372583.54406,11133072085.1752,1383657.02735702
"P00491",96589.2682393214,85024.2570976456,2516903.75918101,459971.262191009,537090.538527953,151802.208287486,4567671.32515769,541288.912153304,1583080.26765839,147024.870520889,105122.422414893,551619.96277255,475521.907788225,167105.16871404,117075.285991538,103736.164937525,196498.545080561,661732.118263161,805879.813594373,195062.776018991
"P00492",22076.8087613978,117004.569228437,226984.795278136,263415.802069511,1166522.96073468,40730.0065986924,279653.336553317,513089.734882945,321584.028658259,290027.176178013,379222.887397002,475417.302513835,469693.69177277,217824.543647159,15997.41634817,1101220.07067438,164580.334163016,360998.178875297,32167.6858774527,126736.373597429
"P00493",17517.2553948378,117283.268026034,12933.286651347,185922.006326089,47097.5913923177,21068.2507200625,283675.868530571,68180.3923634454,310918.333096861,325401.558143661,8490.04618533703,324351.43210518,478873.184354497,178301.244333584,12384.3638653673,57319.5592386139,168893.303939121,115133.51114067,266199.3199637,80572.8085569484
"P00494",434580.054266452,38477.3282848372,195019621.118692,14220761.8343371,9335867.67499464,3411553.60900119,34802267.0117697,165830576.66025,9531991.16338394,46830.0209134077,17812542.2259522,618607.552518216,214220.422844728,85805.5077715953,19897389.3990858,116213999.531059,205053.100847707,38214767.9536568,44233921.2492816,315584.481722158
"P00495",153015.077324772,63617.3496168419,33540088.9798435,109610383.916594,20262684.3231241,613808.787656347,18926295.1791637,61119215.8150987,5853252.37080651,89051.3387469469,9696473.40031011,591308.566271574,210578.667597196,100065.178641715,420530.569690983,3052315.43653171,205558.953994571,2221201.65067522,5596243.40606545,225539.046555047
"P00496",877.42381939849,98368.9676367276,667.053658135062,44380.6872282955,4999.81855999719,3179.06517050654,3828.62358343806,21154.9455157326,40747.9447686484,284841.482085775,618.595260805363,187980.163266962,307991.246904903,213654.205605463,308.033683781219,5634.33510236368,38929.7787410895,131467.754889411,378.376962852666,77807.7453227992
"P00497",5254.96948292217,117271.156528999,24745.5929923999,878296.447339749,312391.50572028,32426.8384786094,447014.321706842,138151.703007848,206727.256533393,321194.888901295,12534.2594481871,275203.325489068,465302.56138883,176536.551512784,5692.71365088257,306435.823670164,177867.841097248,131362.890883083,14077.0585097773,120026.849556387
"P00498",240108.863083352,96610.5372451139,11501830.429326,4525333.13673229,5286326.20082932,1033067.19855121,10421352.0527617,3913284.71260678,5358155.94700731,136656.757496822,1110212.30883285,611922.278497012,424116.313594879,155712.891999984,1081040.24599002,1355195.96476931,200814.081503527,4998655.24430177,7537127.05553577,220071.869619246
"P00499",2969.82848170559,113806.544659285,22301.2638456845,23769.3656598415,81718.0330229147,29499.9962553665,101179.325977193,21903.40949732,174270.917295545,323609.584922895,13113.6666091577,327491.057022053,360103.315880269,206166.576181433,6475.88427574607,1391.64634580747,111849.175529126,182528.029073222,5386.06914064797,74249.9502286147
"P00500",385203.236980619,69948.1064755809,24016957.6573092,8752118.56222984,9811790.04722293,1858605.19015762,16358147.6408058,2033941.89137212,3857634.8063565,72119.1485919538,8565877.94164996,602216.203827616,310004.904701155,111996.379358205,1923382.11121776,8401258.27703826,202233.516287476,13518571.7825989,25220149.7909118,181680.193640511
"P00501",6400.85140873541,117857.445024869,6947.84162261234,62741.1184337863,27988.4030063879,19232.282718473,67081.9937355396,26030.8797968858,606604.79980579,322948.251085311,6964.11253736912,371378.838517044,454771.689482124,222698.414017467,19869.3993322784,77485.5741896562,123167.743887741,44836.9316976881,13495.3711405835,151483.551331253
"P00502",283129.391970969,38308.2932350328,36792854.549734,25722071.357377,10724831.5633751,707212.131269254,67599470.2136738,141433544.746294,5985059.29909869,120980.044407384,17332833.0380496,627620.250969234,276063.074868212,75749.809066427,2706970.9177357,20750305.8138427,206549.994304577,9083349.06559767,14701781.7994167,306994.6235048
"P00503",33956.2161574216,109990.548728854,162038.050738489,914078.596331728,3675964.13727393,39940.6524999832,1482922.74131976,76904.3206103334,987818.79534875,236499.027798806,81224.7686139698,438606.055161687,479078.248863649,163176.14891808,34203.7690053687,35260.1748037262,177638.583089883,662640.33848318,48927.4720828931,191497.677359515
"P00504",20342.8142399234,106135.646347382,74702.3634531383,1934652.95893863,764892.316559334,57414.0640453272,2032457.75214583,133466.541526711,924630.385978909,215689.545908833,47919.9533907484,463560.941058062,461402.546316188,218926.248783974,37867.9549559379,222853.903506165,195912.861470184,1191576.3267436,2295128.10868427,174964.68208061
"P00505",140097.596631973,64358.1480207908,14790487.8553572,4015131.08120954,6346802.38877991,315532.108493182,4897789.27587421,15724884.7029878,2714332.90751472,147180.311613907,640115.594406815,591316.969939318,400601.056887405,172311.792433095,289156.676442411,2493918.51667545,206490.572164466,1640340.09601726,2899056.30918857,171984.040728351
"P00506",265970.791075439,68064.2162782893,14002022.0456696,2114426.84379799,483759.809006945,890006.755985162,6918946.97624569,5619246.97021868,2283639.43329871,139900.539256354,447654.416156344,549883.981223651,388929.025993221,170151.819692915,58774.9161388479,2282781.5723998,197149.498674102,1906585.4262631,250652.046335094,225261.176619383
"P00507",6499.33364189729,111055.510932484,52692.8493224896,1203205.64286109,258912.28672901,32784.344727905,67829.2209491475,177591.367012654,337858.948555781,323867.448244005,11222.6419780966,310039.383866689,457263.450457616,183213.500690189,2799.50600759877,38275.8685851217,189979.631415389,92027.3683626928,5064.35393096441,119363.655443638
"P00508",46130.8281882835,56642.0498504941,16827204.2858497,2626907.27892379,5002102.42800721,348069.012724313,2267980.96342945,3305977.81038342,2033833.17747803,192485.719969535,748647.087197952,569566.811054558,288081.485478447,199243.725977922,365691.622448634,3237414.86138534,202963.255901284,2349358.01002746,32035392.2123158,247670.742333255
"P00509",1338.50068923754,101576.155936463,589.14528089121,119060.062495669,5054.80053836559,9942.37898522223,21478.5713211728,57740.049648812,43282.1580439214,315617.6314668,1609.81338685044,330605.74876647,330155.185219201,212865.129520857,709.013409153353,3392.84313526338,61876.9050078955,19214.2267703966,459.981494998113,69514.8882280414
"P00510",21763.4410843828,118014.040401227,84018.8727669363,776134.747404639,178849.195817054,88744.7048875914,1338505.46432144,184350.383449046,499078.402037693,312308.157203364,39343.2156287699,392934.331807469,479593.599940629,207924.054795057,18507.924911072,154322.114646811,193145.576173229,220164.37879615,69575.2567133759,143246.854735549
"P00511",34463.5168382691,58507.3073903812,1816802.00472329,3124993.80299962,8513693.07582531,567336.346835921,9567197.01407864,2530201.42071388,1385157.88785752,153340.731869252,755137.146331003,572377.874253915,425270.219214564,204988.165983458,196808.395052461,1623621.67270129,203191.962054213,1653937.36495105,492246.342178057,201564.955145088
"P00512",116459.193718456,88553.5762484532,1980275.23958861,1327225.27911538,1454652.1877641,1951792.63163142,5981320.97984761,4006260.43393999,1830885.24680417,92769.1047974609,6105657.12656157,614791.447685433,478712.138423762,184631.160337728,544408.852516221,989011.642346258,167927.0399373,2870143.08012685,858450.412706997,249555.391912434
"P00513",464918.521365483,34583.9170263968,1884565005.16574,14452143.5299022,5974959.09861538,1738419.85402606,15455979.0191099,32940292.8919304,7225999.79351101,89907.2955611122,16171685.5385728,648219.169786297,307445.447343228,97724.9676554485,3017662.34014461,27932596.4513192,206984.84050098,7808139.73420897,14229214.0741386,360147.205468903
"P00514",257984.59880948,76843.3587269899,650329.516231456,2485162.30197436,1187823.65335265,130424.315660818,4537680.4756719,2409351.89496819,1982929.98829705,170874.320544563,75541.8831306028,543563.225459301,381694.623854918,214496.907524022,625105.750671132,123472.490562475,189735.810328759,1461696.67904447,1014979.96173603,187090.560584046
"P00515",41340.2517069153,70010.2458070763,66070.754513177,212389.277070505,132715.324710324,122838.544376551,1696655.81975451,3315588.67013374,972068.951972212,189866.341241308,23144.782588961,473846.604365239,479220.313940987,153703.555063069,82793.824331077,325834.389041219,178460.183312735,672823.840005588,354311.597514697,166912.913664205
