"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_1","G1_2","G2_3","G1_4","G2_5"
"P02924",934257.828418284,245106.742933027,89484.3379528725,482113.503883952,22825.325652765,23440.5066049083,26584.2248544814,80496.9299220207,12225.5442037073,19143.4021089583
"P02925",4694718.57230593,487501.914017463,4859.13653425171,262410.37366634,10673.7195541055,18175.4055158243,25312.7758022977,23204.9964897707,99655.7449911235,185891.168073228
"P02926",2721653.86268876,625408.605123874,15517.588954205,32392.540439327,15998.5643594025,2300.00411130239,27929.4051292683,3258.90532300129,31097.623864603,56183.7346204673
"P02927",4518248.32847289,632074.300774413,5872.70341842,50887.4007693422,12532.4510970888,4182.03894485451,26271.2437619117,4763.67733386681,74535.3543344134,174233.1185006
"P02928",1925322.21923595,121564.084952463,31184.9535263665,561998.794496857,21355.412540244,55879.4840832537,26046.1445418992,355862.413658042,34885.7471590205,59841.7880956965
"P02929",1629598.85824261,256047.755946757,39065.7137280045,216181.212451918,20631.5714730703,20603.9585850018,27116.3902560383,43081.2970974093,23238.0595283231,26582.3091522123
"P02930",4239371.03893407,596767.933866848,5675.65762074979,139360.065648297,13998.544098848,16996.1781667677,26977.7508379485,7192.60323279462,92180.9142816119,175031.627918277
"P02931",1418086.36210153,154785.560234164,58406.4528995486,321625.246586547,22891.7511865144,18257.3260037283,27184.1686249815,36685.850614693,17060.428778428,23863.948857488
"P02932",995405.052428072,41522.4517168298,51561.6028907566,2866751.04665568,21624.2053608765,186379.164157701,26715.4789137118,903499.429586271,36724.8259372358,25402.4949697384
"P02933",1971974.09816139,299490.435596291,34488.6427877319,145457.236624872,21602.2894780017,8946.32728642777,27665.4618742081,25911.3399715172,21308.1783361447,24596.8545067403
"P02934",583821.675559947,94273.2216365554,104293.167577638,221584.389414153,22835.881543948,24610.6162087598,26375.3789016768,47172.1585401922,12872.9421665541,15834.0452909175
"P02935",2244513.18377726,112172.197353132,25281.794428244,508377.011739387,17716.1814301091,32429.8678217411,27537.0144728042,197978.977770874,53656.3467982134,92238.509550913
"P02936",4687145.63752267,514244.976927385,3913.82116796636,243149.288154155,9949.44692472309,20453.9990489556,26626.8839233729,8288.29644974775,97652.3064087347,181049.437060179
"P02937",2400467.94418208,172060.234028753,12164.9870268297,180542.785526348,16187.8956863463,15654.4975327691,27867.7254290473,22699.9042412959,53232.0701782507,100684.554085776
"P02938",879083.433479245,75478.3835920854,104433.221700013,323865.757980537,22753.809414625,15958.0840830793,26811.8825317728,177561.584837556,11990.3992302629,14956.9126080045
"P02939",1173694.02991127,38166.9700332438,42008.2047382891,3623758.82093223,21085.1228462477,199329.960409323,26090.5395517749,958757.18907189,37298.4480314613,41220.8040111098
"P02940",3707435.23194679,320183.15467035,8912.97004218159,481126.893216696,14845.3016481609,34039.6016212582,27654.6190002747,36958.8955337077,81364.694466751,129545.718642286
"P02941",4385761.61780103,932026.282942187,3130.245372393,27555.0139925466,8459.06798125335,3532.67626223286,22435.9383019114,1776.91430309984,99451.2314345451,185984.662423984
"P02942",3505006.29674239,213983.582115068,8485.82602091248,387006.420317982,14136.278642129,42274.158842059,27546.6680456063,33582.3834816263,84924.1010707372,162150.303823337
"P02943",2833584.7052304,534535.896579335,13479.3947046929,155198.339723747,17780.7674686697,12266.7378199612,27929.9895586564,18111.1925939622,55585.5841526513,88872.0296408798
"P02944",658171.356533742,64697.5205029472,89687.4468944764,572018.67907013,24944.2381716315,37655.1477373824,24318.36844013,261918.88987163,9649.03123521196,13656.7680222311
"P02945",790575.902843846,36422.1257106242,115421.186908504,3311077.6819795,24354.0303015797,192109.044585414,25531.91184725,1205222.71937328,18458.7932408387,19108.0929599069
"P02946",518657.458653065,13582.1555999268,192325.684983013,9187765.49263959,25719.3791249427,291436.743743972,24502.5068386746,12626416.1777744,17522.5642374455,26036.5063373293
"P02947",431493.701559453,21242.1921400006,210922.713863677,2959628.31248661,26627.5101366541,224669.926828974,23480.179181186,2161736.67444947,10078.6671027276,6948.56927823391
"P02948",2183014.77398027,444165.034753232,20615.8078623397,74498.1450443821,19491.0537429317,9003.57578045974,27662.2913263859,22882.355406455,26474.919428313,54288.3485473347
"P02949",1508427.3369924,100190.583959468,42542.994348332,1332168.6512906,20143.6806690973,80141.641485891,27273.7432692422,426469.433174019,34841.0709530407,48465.5954059159
"P02950",536029.341616202,249002.913653857,183858.282611936,129703.217160689,26869.0492431774,8348.81543712827,24369.3562525037,26469.6612470656,7869.91889323567,22191.6587720453
"P02951",2155286.04118917,89935.1071656764,24244.0016478507,855220.059697226,21063.0094792423,72027.6549847163,27740.6978945278,269911.735944608,41616.5912016374,65688.4377349809
"P02952",678739.631102624,12288.5654984391,87896.099854156,5848207.95968083,25005.0307029468,591108.464199967,25188.0903056753,3596753.01456773,21483.1719350838,29052.6691254301
"P02953",151773.157290978,2154.14675034475,3874746.23808429,359151696.098845,70452.9367793852,32691425.1050298,19280.6164040259,1677688117.42824,1845.75920194477,2238.7520150724
"P02954",4645450.78135833,917721.943246329,5930.22234662643,17130.7470371688,12489.2471936481,1107.47063426462,24552.0270398559,1023.2477977573,69207.2980969252,102255.847891931
"P02955",4377185.46063436,752127.434300499,5112.93174505544,62960.2401023688,11814.6884418194,7154.03786606029,25973.5708727246,5628.92132887365,75364.5632777374,150495.747757757
"P02956",2002026.83900472,88682.2278757648,25209.5818947563,1596259.44912031,18227.8533802393,122141.478398726,27258.5235628816,305751.605245436,63667.9103910941,75563.4780200442
"P02957",343889.773021279,25080.2948084601,99549.8552263183,2011260.4755021,26259.7759165633,219013.785386563,25254.2163215998,1090863.13731896,13384.1817649909,12895.3157760231
"P02958",1621952.97097195,72638.0422568188,35908.3124458209,594684.663674741,19112.3551808954,48481.2771462017,27471.4727503147,402781.192858004,47880.9194057505,46656.159326896
"P02959",755071.787760596,38845.850823146,121610.922517008,1187750.35092302,23297.411704264,58451.706594665,26443.7960881421,566556.161213888,18894.2094397872,17929.2811810945
"P02960",919414.146931605,52173.720786507,72046.7795206446,882653.80930777,24174.2096582965,48941.8681323132,26080.3814635472,350213.316388274,16485.8978151122,18732.8997749971
"P02961",3450104.4691369,218281.489380849,9555.21585989876,396400.2898384,16064.58214888,16068.9926979383,27928.2480455904,37979.1384681608,75899.539250198,148552.057328218
"P02962",4369136.18511771,669139.037755457,11378.777609334,57382.9895169836,15634.9898263847,5594.13611608078,27252.6300430154,6847.50845939249,66253.2346721559,108438.796796064
"P02963",579285.944671688,73176.2404818538,203531.565093424,332162.753282782,26300.2742480262,23721.0529990383,24922.1977055878,293315.450033113,5396.20361684282,7316.72007087167
"P02964",2736957.06600607,187646.231576526,20978.2264753025,971990.660475401,17905.1698727464,81054.341681903,27829.4102970103,106124.299058755,63671.9393009049,99199.4657182059
"P02965",401467.163201075,14161.4882938305,335985.774598133,2183331.5335119,31100.05249554,81240.8114467711,23804.4939603901,2274724.61889672,5073.70041069782,7003.19625209318
"P02966",502768.877001701,58670.9181270744,308170.552062326,969012.313179847,27820.6536677005,44479.2857064728,24132.2137998667,493036.792729317,7004.31954107732,6152.30548703834
"P02967",1941935.67719052,176449.292618102,41683.381527523,495587.886498509,19656.6162980584,28383.7808960577,27394.7378551979,62639.7330514733,31526.0015946944,57352.674563384
"P02968",1776229.47365824,102302.373837225,21576.4475162804,2754782.27302553,19501.8688845995,83035.0454346634,27379.518061768,415142.597196208,43018.0135373281,84888.7273224668
"P02969",4297878.86144706,250129.379133611,1885.85964121713,137372.366628687,7921.59156546422,17662.9682978951,19951.3012854839,13575.2805926776,96863.0627940837,146449.149814033
"P02970",776287.803542952,27520.9956767499,81069.9765931532,1546748.76770483,24820.8599078235,166057.885721882,25736.0019024588,1053238.16175137,21711.5695787341,15643.6657622781
"P02971",316666.54861757,424085.533497975,288401.937763723,113774.974577008,30861.5693687886,10537.1949578191,22483.3189979917,48893.6654459148,6609.39629979094,72444.1274553976
"P02972",1071867.711338,37149.390242571,91493.7265730806,963534.240382182,23820.4210479642,99466.0041063391,24957.2289698983,233548.443043135,15291.8686988134,15293.9844625111
"P02973",682368.837475441,117647.973717035,119643.685219838,599046.086964518,23917.0638924442,56491.994323182,25342.4521015858,820565.94196733,17499.2277705063,26721.0283742467
"P02974",1463993.83383021,56565.7854652906,25498.7278373209,991997.104363313,19314.3326554844,71697.8411679786,26636.7057525313,247670.406085134,38052.6539237438,63182.4669537091
"P02975",239510.092185285,5256.79777285912,211247.192894497,25106388.5752354,26962.4300124358,2733631.23579355,22628.9052745124,63292738.6777554,16032.8265278319,16222.6022952145
"P02976",1234333.80352348,55338.5215349639,40413.8801661575,997575.934276462,20315.5448751745,60124.0637696617,26950.4618982374,175984.591603736,40763.4809969777,73674.8096939837
"P02977",277099.204669539,9138.77035064744,504606.549914227,6604396.15289393,33344.1807754165,454575.199244095,22540.9983488713,21639999.1627095,4955.40014482655,6641.39167746454
"P02978",432547.533515416,7553.92245206193,219123.993868087,9899966.38946837,26351.9740107249,530369.747956978,23060.0686192302,6881788.99311864,11554.5219706557,11756.0908852722
"P02979",659104.788208906,46812.0321739252,101439.724396959,1425860.79359066,24972.6832407841,68281.2602697024,24606.5396298083,1047216.60263061,14320.4562444971,18686.5038644829
"P02980",836592.98455564,22383.8564963218,61051.0432591942,2733164.16297805,22250.6021989963,218130.612764122,25257.6439323177,3807977.11955451,29150.1327340669,23220.9907223238
"P02981",2693312.42813683,454301.429483991,6895.59421897351,164139.875731064,15671.5899436324,13343.9262224325,27905.0671876072,9366.97056414244,64277.9653165078,118990.311002629
"P02982",286439.141624137,19451.7773465234,395328.16739244,2373745.34848328,37891.3414959303,87810.696604737,23387.3399661286,2097587.15880239,5621.02931792758,4421.01627511096
"P02983",2489107.70494074,398173.896073502,17367.6544556792,49117.8395144378,16573.946011493,2894.79282032546,27932.0810170431,7625.31334168729,34690.4825324864,48740.840135928
"P02984",562817.043623792,90867.2719934255,116019.164206942,160067.269209795,25870.2677130732,14558.7494221626,26197.5998708387,67479.0215848916,8705.22494848458,10371.4346563195
"P02985",1188343.55236626,104276.95491063,80747.2428861109,473091.257533233,22835.1991529366,45581.637573707,26411.8419235201,182000.035208946,21239.5747340271,25521.3190116849
"P02986",368464.935456741,15544.6756229056,286324.76133779,2032169.80565558,32235.8045502815,97414.77742515,23577.5383239537,1415981.95440028,6177.43207649035,7368.23275213093
"P02987",1966369.61200918,31045.669349001,32467.5391943263,1584167.80606991,20193.6092139731,51030.5903369323,27631.6754585804,847338.194954958,31779.0762841017,19732.992763122
"P02988",910908.724167753,126813.068329445,65517.4811870344,538673.717848565,22030.9282552391,33817.4047675994,26801.9148000513,105947.118579527,18885.0585815658,20727.3011923925
"P02989",1813605.5794371,372753.75681542,35432.3354545756,91963.522687906,20294.2594022432,6305.79180251157,27561.6245999858,16150.6398300896,17137.3058253825,18639.5144423081
"P02990",3403791.48931667,392147.503759529,10876.1950107036,174902.797565583,16499.5771073328,9775.20715643825,27928.4399172391,34371.138267614,52927.1043811267,135210.589805686
"P02991",894097.249884902,165136.529361139,80612.8377638138,280082.085504185,22561.0897236634,19598.1653923175,25728.4563206607,105303.832394285,11228.9565786643,15185.3266358482
"P02992",3078667.63318782,169981.678901762,17541.1309536695,410879.90055543,16366.0086362847,27520.4824889512,27932.4201747462,127782.40725197,64657.628570806,108049.316153153
"P02993",1434053.34715458,56421.9244538568,29518.8793659087,1747069.07196098,19817.8884877335,104565.595303612,26401.3172280813,491762.945057468,43138.4488967354,37715.2736590885
"P02994",3684950.42047079,292996.293624194,11115.0260504546,373992.906217502,16068.3908392221,23849.8955375241,27891.9374330982,39319.1577952262,75013.6565181925,120122.93661784
"P02995",4698129.76871086,771113.231303824,6005.1847363085,98821.1633843245,12320.7448043855,5779.28086692414,26085.850455817,3819.12919653676,93458.6135530918,171250.63372125
"P02996",1602521.97573732,289641.636576279,67483.9981262511,122663.344086877,21327.7184486605,9474.75815124016,27062.1867774408,46490.5305781969,16586.6130026679,18845.6968304123
"P02997",593012.708629182,60683.7941976636,97637.885326852,2545097.54148939,24339.207479583,87115.1907694813,25417.8101033355,719225.221290175,19454.4080215488,23242.3391036176
"P02998",1108469.50946468,22206.7024363624,68214.40505964,3966855.31447684,23112.575670957,274980.577053086,25086.5505640417,2522306.44685773,24117.6201077766,29559.0924493751
"P02999",1984898.93236652,66844.7463028531,25233.7326516146,1651257.6090147,18150.6622866303,104438.583091022,27929.7262664042,184543.816470045,62381.9495809094,109544.931677462
"P03000",1501186.73694425,98998.3749461615,27400.2059117681,805656.421995195,20251.7770528818,35075.2984095733,26906.5755384246,127631.987778643,38015.2806169486,58810.5085799739
"P03001",353018.556310045,21362.241554538,231288.350486194,2246753.21346418,28042.4140714226,190234.71283407,23726.7459630286,2123441.28826452,8878.88099339209,7409.79548012707
"P03002",1934762.85099378,93279.5223534002,35935.9951573454,1183040.45160115,19647.1615207958,95355.9913665448,26810.6992029046,245725.589638139,32892.213809253,59734.2541705419
"P03003",4446111.52379742,470575.677193443,6088.84704446657,107222.430032384,14384.5976268215,11141.740256256,25936.497929112,8354.14590399363,91095.1515833229,147525.391742143
"P03004",1274948.68118697,50486.3763535342,26051.2652750064,3711012.14935822,20268.8129146617,126834.825103026,26647.1747805344,795024.552212514,39438.5619658463,52822.4893879988
"P03005",683569.785743448,42366.9480010117,81201.1706942638,1270592.88323913,21503.3863359648,99040.0206356056,26767.3036590194,937502.272984608,24205.8162312122,31337.3224880011
"P03006",3073715.94792299,251480.244042611,13435.6577438416,506133.376570793,18461.8961733281,50200.9634821925,27469.6958775841,224253.627191355,57202.651162122,105804.427737789
"P03007",4649773.71124437,598494.715868294,5744.67256789162,230792.303030874,12438.0479512144,23490.7072384915,25994.4918354345,7451.75671737574,96186.6894974674,185572.875508182
"P03008",4314486.8224984,498802.285148062,9167.06911121635,67901.8615891115,14258.3161986181,7952.27065720069,27590.687718612,8031.85731740363,74633.9536066857,161101.221553308
"P03009",872883.395241783,25206.9881650627,107958.514989431,6514467.29671445,23681.1626769685,468135.006794078,25745.7345723014,5753336.29872528,20548.4740110639,24024.2070689098
"P03010",380677.243170573,28089.331477156,306903.713878588,652700.946701995,29865.3159385503,22561.7556642386,23527.4208603956,590930.701435658,5696.55907529718,6089.2987219512
"P03011",365546.488311033,53294.2948436681,325552.071539994,650917.821043288,31099.3897646757,22283.377896945,24586.0320628087,801061.814825873,6422.03917246768,6280.30054525365
"P03012",4688200.86297755,545042.182158846,3330.97723303023,112223.381458314,10277.9996140622,11644.6462372259,26047.1807442958,3142.07688920813,94934.4962787454,185776.69608294
"P03013",1300977.78680971,46555.9522002555,47879.7645878608,2129540.60386043,20437.848486516,93209.9758872053,26837.6722655294,372609.085546663,45758.4286984081,53388.8232678361
"P03014",2060133.41560253,418706.104517938,20874.4810512174,98905.8203196567,18373.2595604549,7568.98593729604,27821.8293760815,10617.4638915684,28070.2267939597,67791.7316737109
"P03015",3627229.20707643,668056.506371931,8811.22498736881,59264.2372747781,15548.1994067765,4450.38600490823,27732.6512116767,5811.78385670653,56434.5690579941,76611.2726245754
"P03016",2562246.76004253,425234.187228575,17043.0303320265,169215.903000271,17441.4492783202,8161.86213539078,27926.2490624294,16370.4205405413,53343.1470991834,91376.3157318499
"P03017",4499747.89788943,90544.0836585296,2136.28067277615,489921.633499635,8577.48533940075,19434.4374745963,21458.9167172508,127578.574878001,99030.2881809637,40731.345472734
"P03018",2018948.47703422,386925.561327992,23616.8289293986,117304.560539668,18585.0825060016,7756.59873357302,27871.083295492,24693.1799750932,35906.1780346137,96630.2172730839
"P03019",2821714.50869882,490304.922506177,11348.179550696,95966.8124436511,14704.0379983226,4422.40297101742,27913.7966475468,7916.30510539669,52356.5569667045,107494.649893958
"P03020",648041.742500182,15797.4172761687,134814.710701872,2372939.02535762,25647.6526591006,119650.136404823,24589.35837774,2118274.7654873,22550.5926848671,24174.752152692
"P03021",792533.852179579,183181.557522936,57089.531663009,249710.638659259,21679.6548945699,23839.1860122535,27091.2764179971,211153.132944083,13800.1782571392,18247.5756449035
"P03022",3146210.45347225,748146.945250407,12028.224574303,34812.3541555206,15890.865632157,2324.83012122872,27609.7776629057,2196.18885915491,42138.0684204337,85801.7269520648
"P03023",3602978.80233088,445638.04203252,6452.72546983495,148201.301052779,14018.0353655849,14103.065066289,27742.2806180988,18144.9726633536,71793.1903895117,114668.765146339
"P03024",2699597.02805521,111031.434305119,11755.253052641,742532.36918821,17650.1729487336,80880.1967192597,27657.9307321521,157040.781056164,55130.5640276827,91675.7994250524
"P03025",677680.980525838,187191.382203629,91840.4393841236,108527.717460939,24250.4294397044,4041.80458761039,26489.346124143,29488.8716501675,8047.63770744366,7868.28640834639
"P03026",629625.415263968,14320.948059814,102072.91976051,5667218.00194507,26587.5661835847,531423.70575945,22573.8842729227,10580627.4454578,15588.108133787,22126.7516627917
"P03027",2371889.40300325,33989.7915971701,24243.8511192661,1906370.37583614,18571.3704612084,233441.408217459,27100.6786818668,865276.293208882,58456.847778528,99419.6901797401
"P03028",2329493.46409697,372749.467401557,16311.4182934724,181596.989996064,19171.7868492291,9146.86731380477,27727.2982343356,29996.9735532992,15146.9806581642,67559.7223351971
"P03029",1026327.69860798,224461.596557014,38349.3472713649,197557.315858604,21835.8507591795,11185.0729418996,27308.4592981686,45525.5361225422,22874.2299258514,15108.2203151012
"P03030",1362001.86620897,194997.05800569,64945.4587045033,255871.308425431,22627.3362419923,17155.0169868361,26237.7639031716,47384.707462039,16874.2211472331,18119.0773299107
"P03031",635427.18292503,75301.9025229608,64187.187434505,441793.821629252,23250.47522417,21226.9584332824,26682.6907885233,114171.636750287,21366.0504408213,29318.7567220501
"P03032",4507296.06819067,838411.902811373,2776.61888247379,103665.739126081,10331.6615471385,5970.75093392182,23749.1380397933,3169.17144758928,99667.0261437519,176526.464201995
"P03033",363496.552163609,39001.0143045506,174972.496458583,483946.78551686,28440.3345500969,29125.4820421696,24926.3335859804,157463.330530812,6554.98025231725,11357.7432308558
"P03034",664473.863436793,188066.967114575,84252.6080729904,251480.423786499,27087.4860621474,22998.917764079,24872.3510779099,58202.9786120523,14096.8369935844,49786.9121687925
"P03035",786286.688594182,17909.6778401149,84212.8418879766,6153925.15303536,22472.9137851079,211818.763157103,25610.1167469479,3576722.31438036,27405.6746110531,20814.0876464513
"P03036",3722933.55619259,893909.986096483,6962.59771551991,44000.2184439792,12360.6622452492,2729.66574939936,26710.3524061885,1841.1399082206,67937.5089146223,130111.304685717
"P03037",563781.395846898,457111.353254553,115839.28558298,233277.359567217,24981.3939201807,30223.069441115,24693.6452129944,22222.0830513984,27270.3590858315,176757.910039368
"P03038",874520.584112107,44190.7724480282,138639.869626853,842842.512529372,24999.6826982606,29547.7229598969,25813.4803278876,369301.96291045,11519.6737498059,12559.7220494124
"P03039",2071410.2545912,79392.0775252194,23037.9562507931,1398671.37711714,18813.9994180054,170486.42758006,26928.9882662977,733501.697332517,45979.9054749002,56527.8580653775
"P03040",4145916.2364362,524990.741707576,9672.8359092193,181966.966268069,15687.8909753117,9079.4505876966,27785.4612254235,10425.4035103845,49627.9978789643,103986.441862046
"P03041",175665.056439746,4642.668751415,995126.503415825,10136858.6309793,40704.5076628363,513243.396110548,20676.3481510618,47540675.8171722,3082.9190577572,3113.46465032485
"P03042",2202009.90342086,234414.089305664,27089.1429724942,228835.033417642,19904.5714831134,22127.9584475855,27740.0313525989,98328.953340387,34117.0598110138,57024.9296527825
"P03043",4694584.31700743,870128.676130899,4249.24350942215,35204.0812394348,11467.6683228647,2848.87210024487,25393.9429709456,2358.93371255312,85577.9140051029,176624.490264081
"P03044",2660792.65498365,228603.747939992,13593.843167552,306600.42510412,18817.7525190115,36065.8518132114,27887.8542872041,41977.7121522611,51762.2854210811,103926.988904794
"P03045",418337.568369254,16725.9551233335,131052.685451189,4163730.17746367,24418.5362145212,290666.859190086,24327.8796925624,3739783.2374635,20550.8311629493,26601.3452754506
"P03046",1739128.91221864,226488.617476464,26565.7362240198,269090.044117287,20492.9537062224,21245.7578042812,27543.9990434079,57400.8166344389,33740.9406692354,45622.1545393881
"P03047",844961.333126895,28184.422355909,41520.6860520361,4405541.39513491,22894.2564663342,221110.611993899,26225.8827395839,1314662.89082035,40622.2136669688,41725.4281804649
"P03048",3621165.88983526,898756.375323338,6648.06435106376,39685.6707667356,13409.7753345046,2771.00675615965,26890.2212869376,2319.18627307979,47844.1345580378,120534.724930408
"P03049",848928.681280138,154681.058885165,67225.9001571158,217151.982064562,21413.5645860983,23623.0426974832,26485.5415556997,82072.90211626,12167.8755515395,12450.4758043124
"P03050",438066.382004251,34898.7162174113,162980.741583226,762071.719579037,26674.3884262641,77003.1682315804,23935.4045367732,1601203.64477838,10741.0845976274,11270.3260121029
"P03051",2290836.38796937,269802.634983906,19420.9323912679,132130.737251872,19761.7447228036,15419.8519312591,27741.0162122565,19134.0378795869,39021.2759546076,59760.6839100787
"P03052",1120376.39475126,87521.1595400038,78406.6944877821,1616169.46419806,23175.0330879143,44194.0246391766,26452.5728679098,863912.069873743,26108.3665528957,20892.1068597101
"P03053",2968384.8678116,174401.208873779,11893.1900107852,360744.328393846,15379.0462336873,27316.912235716,27914.7547832321,78831.8006088426,66852.1314976629,107956.535838822
"P03054",4449661.82543234,923019.450492816,2063.1590511698,16606.7490008944,7367.26106059565,1835.611277931,20325.7446316371,586.658264491646,98314.920723236,174311.112712149
"P03055",4615723.001548,771194.800518024,5588.01649855234,67474.4572459264,11612.6193912686,5543.99000108068,25373.2318558425,1417.88295065274,95152.8719714672,175912.496862603
"P03056",2544665.52549419,50764.8089301304,19984.1652999215,1024673.63986833,18024.7616733313,73777.4457649299,27763.93566976,79767.4407729515,56020.8825300747,97939.8374094569
"P03057",2734594.08221147,494691.868816191,8448.78583360625,141069.725525042,16076.2342606415,12793.2209021932,27932.3494825363,20023.6279813671,57042.4750885187,90605.5037497849
"P03058",1492893.26613467,64224.763195408,40192.726501783,1159759.43907504,22113.5234675683,41959.8391238151,26689.0653381421,266860.450434323,23869.4163866895,31598.487990186
"P03059",1273908.98677876,217678.931200611,56800.6401057713,195911.905203029,20720.7614340227,13003.0976959155,27207.2005320936,60118.0719966387,22191.5563807722,25347.7529655303
"P03060",4273664.20720052,426318.961086594,9245.74070470665,166915.452769698,15439.9301008716,11857.7145189987,27477.2378748478,9951.48432935537,70055.9397343957,147694.083147106
"P03061",3843556.339546,469474.706622407,11106.0335516517,69316.2348378116,14015.8883905553,6360.69685072351,26750.8716823542,6877.34351363742,63684.9432925078,130600.009905127
"P03062",1414915.19475271,26149.1890751914,77677.9390136777,7631865.51486602,22102.0517824098,652850.393740446,26320.0639235606,3368532.03508751,32407.3861630028,52644.1984425074
"P03063",1712795.40466804,107078.371575098,40828.1294600757,776626.72784022,19744.031531962,41864.1952884837,27283.7091189855,383826.184069367,36125.2572472649,41991.3480898042
"P03064",4690952.11749056,232231.721680656,6341.21048037896,933878.030193047,12839.2200686593,80957.9030614082,26638.8456606466,132932.249988134,99473.9040042135,185582.70186596
"P03065",189626.129147347,107443.585391725,440640.685104557,523828.804747411,32308.7402322456,46153.0378003679,21632.980144927,213009.35848068,5428.6712342229,54165.9795986956
"P03066",2652864.07247753,151573.458732531,13780.7985843622,619653.007132215,16174.4454946062,39127.3999115953,27912.3217600729,198114.009100492,67363.1393991916,120311.394598889
"P03067",3509471.12407907,553734.205841426,14217.8016912121,38409.2945752708,14281.2607205554,3873.4794222421,27282.1710608529,10337.9574561034,50966.0325416152,103659.360394688
"P03068",1310892.15277044,67033.9515477486,38776.8454885077,589268.985588384,19050.0145304041,27019.7160144059,27490.6903378499,91054.2831486792,41906.8278238941,61517.2911485634
"P03069",2342891.01329065,227754.777870272,12996.6929482184,177779.594116882,17253.3424981503,13801.6951038595,27558.1866351697,81528.8764656336,53029.8146314586,57382.9951249812
"P03070",1890967.50490038,135677.048614473,28577.4064086853,396327.38091164,19254.2568814195,48219.7097486338,27503.3808771941,103500.615837651,47232.0502692236,93814.3154152932
"P03071",880033.261342169,27976.9955584331,135416.1535185,1797491.93081332,23469.4963790026,192641.09745429,25222.6197506672,846230.575449963,16929.200324318,20951.5419129847
"P03072",4441544.5609325,781603.377101772,2825.88413116788,136304.263519138,8406.83799473107,10071.6391626395,22377.4732328365,5154.38562107134,98497.9069327146,149965.87918498
"P03073",340254.629000404,15288.293366099,387043.846334011,2920899.57501535,29502.3796250406,121285.036602823,22240.767411489,8738477.77783964,4709.67762483539,3818.34601712845
"P03074",1233518.08992806,76124.3140384308,74041.7343175626,433371.240239727,20365.4616363823,41770.1633580855,27337.0887694081,183415.059814545,30503.406073783,26757.8007894375
"P03075",983832.661921448,115068.501255573,71566.3148649729,798428.382197816,23852.758239638,55355.3881303741,25140.5790761966,327598.252134236,16049.1119176602,22372.9492811879
"P03076",329046.409755145,19658.5566362017,306259.301871666,1533622.14262616,28673.9045090909,62003.0944272301,23641.4926244877,886997.267534977,9417.43997081403,5524.76430051599
"P03077",464840.683860116,92716.7094758787,127225.877180617,430623.877951951,26309.1772259456,26297.0094901969,25545.20983128,310457.315484522,8556.42096489308,6762.02985737061
"P03078",2348800.11151757,265450.008048855,25350.3495548308,253640.142075111,20340.4962492179,14444.6754646331,27372.7057821257,29875.2247499617,23723.753317598,40072.6055887084
"P03079",242437.140838648,6017.26773304427,508691.15382737,13505440.4546477,33174.3171526216,795309.601969013,21166.6279909455,67712866.8164281,5612.07505751783,4728.62297599015
"P03080",1045012.78380521,150680.02483818,50078.6203609642,344983.982413673,24266.6795326092,28002.4971287318,26634.2188772246,41915.0456424308,20468.9739557817,22083.7912014566
"P03081",731001.712048876,157030.629710761,136953.128975802,171512.041435854,23889.9935897764,9523.81977175033,25725.5077280305,46643.8757773872,8004.95684072921,9234.16409005832
"P03082",2155115.06529229,124040.530026976,29241.8946777881,1093334.94075902,17263.5234948667,54341.402590303,27649.9265623367,139045.911034647,44415.0564633742,80768.8481069812
"P03083",1944702.24990849,91693.846212202,43975.2871988281,347256.040165228,22910.0198400005,48890.319382322,27059.1329355745,52413.8271369161,22418.187667617,27769.4722507568
"P03084",3497906.13134925,122418.567222378,18766.6142711241,1556309.0823974,18156.9063967066,100655.732941695,27914.1378264712,122756.062592371,78982.3608877342,139496.932137551
"P03085",3792561.87431345,503825.153077808,9296.84359601664,86538.2336864707,15669.5200052739,8800.52296639718,27231.8183838215,4125.17573761125,79804.4767767774,122294.536927999
"P03086",3262438.38179094,392017.633736304,10357.7719563554,246352.916341724,17304.3832295555,15085.6355507675,27808.8223413807,17531.7655814642,81440.8268992268,135008.266416636
"P03087",1227621.13798656,35678.0753804826,55109.2115556776,1632730.39981977,21846.2289634203,149730.677496802,26075.2669311741,1806540.85581766,36819.8338366106,37144.4247058776
"P03088",3402647.77204098,391788.333151062,11801.5623884227,270212.47991466,14951.3242506875,8594.24319696644,27895.1822308948,31522.744432645,52841.3604381649,72401.1688052986
"P03089",1154479.56833462,65752.3476277568,36324.0231652907,1153749.16463004,21840.2156144747,33960.2903128649,26972.4811905123,192604.218325861,35460.9262295502,37973.8820364655
"P03090",2261616.44978208,56615.1276846995,27346.2743315104,1012373.68872628,19909.7895673709,93513.4678495557,27600.0334212555,219763.352773859,47459.214208213,99085.3938575172
"P03091",4239693.0550206,684612.773700993,6024.94963108414,83647.9774622507,13073.0893089222,6539.4049045157,27572.3365400388,4153.42916962349,78267.2029262435,135860.543437611
"P03092",2938115.44580697,231199.013522524,12817.3409329159,457803.803358779,17419.2899423457,22092.6465686066,27912.2089287884,34131.8863083077,54018.8165956997,81379.4777818278
"P03093",1930002.16548746,127730.524072456,16917.2199973083,643561.829716326,18153.1606327013,38144.9270866493,27475.6796294796,54545.6707786383,35625.8148540699,94304.0872389441
