"Names"	"Sample 1"	"Sample 2"	"Sample 3"	"Sample 4"	"Sample 5"	"Sample 6"	"Sample 7"	"Sample 8"	"Sample 9"	"Sample 10"	"Sample 11"	"Sample 12"	"Sample 13"	"Sample 14"	"Sample 15"	"Sample 16"	"Sample 17"	"Sample 18"	"Sample 19"	"Sample 20"	"Sample 21"	"Sample 22"	"Sample 23"	"Sample 24"	"Sample 25"	"Sample 26"	"Sample 27"	"Sample 28"	"Sample 29"	"Sample 30"	"Sample 31"	"Sample 32"	"Sample 33"	"Sample 34"	"Sample 35"	"Sample 36"	"Sample 37"	"Sample 38"	"Sample 39"	"Sample 40"
"450H"	4384964.42666409	151257.34515725	7486704.03474172	81681.5939500694	5193571.1489509	1890871.02078319	355740.980284896	15987751.3665612	76707.0997201192	1567769.52057423	107987.11799646	1183316.12598612	1023491.85653408	251344.446050154	126339.167750881	951113.010772707	13112538.9510857	1971371.30866255	1384247.34088513	2595117.99425601	1249327.42714025	23197.6130678725	6825054.82594902	1004897.49683017	199824.135499861	7751996.66619355	2001194.88218514	385675.340559498	462218.342925015	4183621.73057461	3986582.44863045	24112591.793447	860014.325958007	87875.7684336717	13203583.2935912	61043.7650446124	575930.395979643	2042757.0656533	7286653.89838234	496532.705902666
"451I"	531693.837992946	415664.45356664	13613801.7551522	118252.317191306	6886367.89965725	3804252.40332556	274355.885823807	593651.821229814	51290.804938307	1872540.39429934	83638.3087801118	3950409.77352401	164623.888055164	235181.638767886	535585.098446322	129082.551890677	750223.674972865	14725304.4058534	2995569.90473737	1761731.9512024	2913509.60716238	301384.724811958	273051.040248496	18206508.194105	182524.870622986	4791814.81952013	6703870.32508615	3157905.36419871	292071.676263683	1116508.52437763	7333273.61987912	81369062.1437871	3135268.66483132	93599.5489346009	10087451.7809881	54371.1036561682	1768040.47516532	30830058.976336	4669034.07233515	3215787.75854064
"452J"	1402387.44420716	1412749.25445013	781695.418485936	114489.52147857	1101761.42661086	2536224.08465765	82449.2201845696	1239910.52646434	313450.950490772	270487.605986109	227505.271640304	21636759.4630316	541800.173523333	42948101.289014	131663.750058088	631395.969454812	993245.622873261	13265719.8146303	437699.496085625	672618.655016183	337427.681296564	1719751.29400082	265607.138253153	11991580.3286449	152273.735114995	3913478.94284013	12937842.4328366	433901.021490291	2272550.39467488	1244501.1434145	6249734.92399576	4813168.649782	3529856.81336547	40755.0735050977	13742628.137306	231865.401077932	4501020.89025695	1814743.8560415	1631751.80833312	1085242.33028622
"453K"	699214.262303012	541779.417670293	5967776.9027863	15587.4118096001	279278.041633144	568383.753327747	35148.4675083074	289061.000027646	7784.30178135436	296803.056546482	1615081.71215596	750154.7112937	524571.912498203	702839.617572771	110996.737974739	3630029.05835801	691831.767656639	4202013.42641801	1150231.97990892	4383169.72488716	419037.193161729	1673776.04853341	689794.773240837	3555796.22193986	541456.625247403	5862852.01923278	76841385.3437971	2128181.19656517	974082.95573797	1966022.88161239	90742.1901101436	3181332.57270397	899321.886288716	97277.5612951866	4655141.21057963	167427.79300129	14038360.5825656	45140841.9211975	3491523.72585178	51954.5600152112
"454L"	5877345.75119859	349640.557170339	56066775.6404877	79543.7575288573	56597.7996940508	27065961.9998669	246692.226628115	400458.712378822	789015.503938024	1208026.47339974	244895.72937958	6098878.63477226	85580.9067882643	45900457.2187764	15025.3397268132	175121.704043087	995913.355235116	1057754.57161189	243362.866031086	443523.289343461	345873.311968897	485015.283010431	418578.520118795	43111.8011761394	128862.06702971	2036216.65991687	106186281.365892	142079.639657576	1910924.40386264	1368643.79868272	3812348.38664653	10304142.6809215	6749858.39965573	387297.321978037	26900319.0403089	64609.522840267	2013542.20173296	11440363.1539807	683554.701669635	268562.708415459
"455M"	2042816.95897185	935307.664124609	3864066.63596707	161029.481762488	590390.698384785	56580737.2912698	716242.80942275	658348.574956486	81793.3626238227	57873.9904959858	84641.2595712687	5674436.6870163	1574721.9341274	2217732.44402004	230498.790367841	765335.529975188	23106910.5374552	2310608.6964872	1704317.63092035	44124.0772297037	127063.729419516	391872.55594246	1134939.66868854	5318107.07638641	74902.3786960585	532276.675114125	1475879.06104453	496794.297143144	45083.5145916023	7961243.74064548	2324014.52299643	3442365.88921588	3952592.47914765	114483.819639252	1695203.67670972	49378.6047550183	5106305.01552018	5410831.73090275	80573.2260541834	178779.175529224
"456N"	385762.443398146	335009.648424123	2197077.05757553	31251.9877196907	178088.716121811	1583593.42845909	1005005.22376122	140283.874912434	94487.4159815619	1343014.31250749	204808.925079423	467820.070408621	3434729.66448468	197492.438958421	40421.6723949353	728509.606804599	9252247.90906999	80157325.4070205	3715876.00017676	1470840.86251542	4890527.19892895	469168.433916818	204494.457094895	2608302.38141231	904962.316412789	42337985.7770782	17394358.906789	1685214.22428339	27287.465109387	6153944.33931501	2795739.38032008	1976902.23190904	3215967.91478841	3414537.68991709	8696122.82892682	373990.71116098	3165604.62919352	2894924.36008244	1403477.36466979	385030.629780352
"457O"	13699545.2359699	242500.436441288	7909333.22394467	358339.706321939	121790.874449152	22369401.5728235	723043.811232828	142701.28865651	630404.682853557	247011.524539438	293993.693826872	2916889.7638563	519071.785606894	395849.705531894	269889.15115892	2454153.98795921	272298.482817707	10643330.4897581	5192304.71001665	656076.06595204	6424290.64176146	759891.634349574	396081.697938578	44865399.6184021	614315.382369814	913710.872531351	812731099.110592	318274.52299803	61674.5252091746	955172.561455569	11118439.9459	7048772.95878831	26719573.8451469	61381.2919333149	17101127.4125476	291901.310961006	864946.355458329	853263.747865866	166857.227423608	1168027.2321393
"458P"	3227528.12702768	53816.8233256018	4323513.30118859	16175.2902758913	389278.62647721	964224.880206841	898364.158376962	184209.623561358	131904.563633167	873861.289082565	610749.575397466	1363090.98434286	297922.075722407	718139.616527241	994710.901860869	172900.864654799	1243824.01250797	3359117.08014572	12516033.137835	686259.781094981	10003059.4914135	320129.238441625	3695380.39255465	1625507.324485	905230.345623752	1227030.23298602	26276038.4861819	624455.218782902	79582.201999031	1428437.46358375	1933796.95455029	28299142.5110339	618981.404058999	101591.471732352	10259530.9575229	1446671.42818589	2301949.19466804	4163814.25162637	1969690.05103691	238881.452278784
"459Q"	679938.612421366	66929.379736912	2886542.17422125	32299.8186100771	430527.712317716	25383133.1521094	78790.0729862776	182962.707651388	63986.8940976296	3205204.57328511	1174838.51365966	1419836.29182579	270505.511475343	1673432.50898948	50336.8158221337	385664.681070154	1440346.66868046	5790225.9503028	662639.31974275	1745094.26435718	107283.473644578	629820.894284837	193246.624993284	305637.150822599	7313431.11246547	9194342.01368652	185980787.077384	921652.775784386	969769.656379176	402512.094184252	679393.641678605	11919140.7594145	4202030.94350931	252469.028674706	71847786.0233569	202511.629613525	3885299.35392221	13307726.2805308	423408.486641153	132832.026284833
"460R"	557085.04125411	249078.103938355	2124159.7207762	14887.2206817567	45302.6980186599	918351.267400846	2852663.91065405	465157.770296307	137605.169688396	873692.510599354	1542317.1720676	2501801.84622249	874485.767137648	610833.828766464	1332950.54097508	144927.313812825	122752320.524059	4150159.16316894	6425246.47801048	2124347.57307006	1100460.63649654	775338.256463277	1096318.0689899	550062.762703919	9654.49674993474	7833277.29449112	134161197.744634	554797.475696355	114321.046121254	1019910.91830682	1618559.50772338	5414561.67478009	6084905.87533153	2281180.83469845	2876770.90491199	220585.717370112	1630973.23809056	26501474.5179787	8640364.16382496	2368037.82183985
"461S"	3084232.2219109	1586917.36348536	2029484.81989458	27507.3410487594	838804.008985944	3785672.23903097	222733.999497655	411150.133305621	326800.361825896	15186604.559145	203314.61735949	4451698.58284498	1613541.85285736	1466206.37812714	525673.500761994	265356.661400421	122459.411436881	3145902.46957545	9135810.35002864	395201.464110533	293401.732371016	5388933.50689746	26246.7715408902	1671659.24497229	506147.748049315	2849902.88977924	58557293.4531787	736866.163073221	139229.237734963	1375458.61505479	4943197.5725675	9835226.47613464	12599117.4834904	1554616.36048793	3830263.3916853	65059.7125734364	18737360.3044477	3055618.27505775	619123.333340774	66554.6880622448
"462T"	4762776.58351375	167811.287515232	2424474.73553768	26800.9063339944	1940383.12640533	13263541.9441815	171149.938485509	983933.847865769	115113.563315304	854228.763925522	818207.35208759	311461.046636632	221072.177946443	875227.146312222	36112.6252875132	704681.942071352	3667489.07541387	5532319.54661605	25445442.6346528	6887374.8543113	2517022.22710254	1052855.62382775	1147930.96808095	1088088.70189208	83533.5398297284	2092772.06207352	40439236.0510825	4612307.28989879	390243.684619184	1832320.07788904	328441.116176122	33791137.6666708	1885176.57503804	13638454.6109594	14023296.6587804	448583.818837041	48801.7133132579	16820158.0662012	684678.773633665	78435.2582599413
"463U"	7640905.70925398	1011888.17785169	8249077.70242128	27857.1771391859	990220.528180306	4887359.74554417	1947024.02471795	502415.570353414	185988.849523085	1745983.06913435	707447.008234501	10856130.9262401	338856.325623141	11189126.4152873	144902.600382963	42343243.0375141	155842.569345385	9704386.62124124	870962.960134724	8913440.80344814	3041269.52555386	9463256.85644541	1068528.92587092	3570882.79057173	33928.3193738583	207034.551949591	15072591.2194964	4151832.24863337	99125.6582860182	599925.467051287	1337702.63854177	19531532.8559685	200277.614879198	518585.707185032	8654819.56880566	69628.2261241956	9772194.98393294	3072795.5574728	740163.1611723	100889.555792526
"464V"	3370835.60398185	1609008.22121872	2745382.06448845	65729.0052983769	2812349.21025923	1705985.15356954	293235.760086331	174568.426053148	253056.708639479	4610573.93660293	4343838.52260939	993889.942273299	5807577.19939368	1253328.76888648	459537.049891777	1875319.5843389	1243536.29318681	7715952.22549902	10177597.4884674	132494.100465989	3022606.51548407	16932953.5768491	138789.1459746	4770223.99735417	145975.875252991	4407943.46176716	6502866.98497756	335714.558860152	12786.1628142848	73645.3150319757	1550920.92009885	5529238.17431039	1347159.13092403	11249106.7506356	10852449.710704	66920.6309587269	24952819.5799319	85190057.5790351	1087844.70399199	160788.323286215
"465W"	206025.070657304	611380.375091949	4375346.89348846	36569.3257037441	782419.641159154	1640459.15068743	13930.4380518667	659198.338745281	191016.005088628	10155883.2319991	38078.1047611224	6228855.00608592	325600.305944955	146253.794682484	445779.866526468	2309592.21012812	1281758.57790338	5957743.69992332	275877.655052614	434820.693515942	382587.218499599	975631.485785628	155668.414816199	3924575.22004424	411964.441250176	1719483.94600436	50050665.9154103	32387.5902575981	34544.498600575	45035055.2455812	1132022.41959267	10501441.9354691	1432409.47264849	1080446.87276634	14525462.9061804	31445.6735781471	1403698.4800163	3997511.57604224	662165.327185552	4533377.376167
"466X"	1940337.98166898	73940.8048650365	3216013.83327887	694622.10938034	874055.650319281	15819450.5218297	99498.0669941491	100337.652882023	174032.14224095	400440.044915949	415105.37763885	11239207.156409	611876.636985704	963710.649263399	314465.788852716	260737.214290881	929139.769496001	2563417.20598189	3975124.50824631	602647.35827177	116143.101075041	70720.2726505457	312523.229959101	7480908.58905073	260875.019412538	11993699.5382489	2335431.91280817	769140.416066283	5191.36157720287	2026051.87563369	1131096.83021723	17128069.6965662	327649.546750445	8090986.9738002	29074859.1374975	278382.789825705	4590975.54581029	10666050.5025485	46394.6647124355	452250.737607083
"467Y"	2405630.72662263	5481204.32275523	3705767.83141989	24173.5662796851	50946.0280631262	3076695.67333939	4062864.99901693	412962.199113282	222870.595848503	122598.774374204	166256.266682123	488713.240427879	503138.160237719	87340.066210281	40200.5593356685	1540807.44905321	2719349.75854414	8793203.07425926	463288.460300165	486974.394544908	775885.175936288	2003134.50179928	351489.268640357	4485615.52993729	3512328.51356731	5699401.38407645	124261086.861956	208404.74827865	393860.971599849	4776973.98511418	869385.279444011	4912823.26457842	14228861.8019608	1109790.63290937	27858696.857857	9899.60651489926	3425857.67617979	12663711.1417169	115776.011838798	232207.759054844
"468Z"	263982.964832006	548653.553490105	17642634.0049798	125578.308563885	442159.184032287	9021999.22084022	337187.621500314	1122909.20305523	12914.7393077739	2709833.19375311	449821.638495111	11537951.0532573	112240.72714964	852061.291947303	37844.6505858849	1012186.49245315	136852.912336897	4091309.27810411	5611220.66994061	395628.507412314	2264235.85600604	6322361.5623661	180304.375889714	3563328.68686618	298953.547707559	1603179.96492703	31412034.5632594	2510374.70498452	99930.2062869817	1469365.44714916	66306.0391209772	12469565.4262987	6150578.39249605	348836.231867412	8899567.43120469	204873.714370446	10716688.6279936	2165573.45015336	43640820.602978	10031.4623607829
"469A"	2706506.6367934	267518.836659602	5556040.30980299	658234.462185296	399029.20304787	2654074.00271158	108523.92102375	798545.961458126	446830.581324082	897772.473600346	596658.55912287	1589610.77196863	374942.554952223	419818.264248402	172078.612547261	5481166.65543069	847141.235454791	1603335.27957264	6086902.03194825	12030.5283920811	1654072.92835726	3584610.27271644	462530.462016011	8024080.55423478	283819.133220838	13087047.7205411	10024578.8765246	1274760.46671749	321260.032856923	19898483.6328527	591787.123848099	4246049.98071626	1740846.09721657	1775954.93512768	9455768.91513921	19515.1505359729	80220734.5350674	3249937.78542884	369054.049266151	103074.744879036
"470B"	784050.463954847	666020.368947835	6758815.55263042	125010.661790165	115471.889906323	5271468.91658602	287634.525958506	181547.712217898	674103.577464296	2127467.67254064	111587.420306958	648855.343897554	1318260.45435344	1572408.44046049	1401187.29987511	11199613.0252032	2074240.79872093	979818.335584805	855949.800148484	5892127.35369829	6174932.1598575	161136.076836539	1155395.67062202	486566.542479691	3733119.16045236	846250.526213252	634962429.082234	3785803.73672809	354718.101874041	548169.400209092	2974315.79606888	14096811.7036297	1047817.75236144	259099.813879221	7642682.75621625	20487.7268718865	634301.665436697	13305202.4134311	135255.120987211	67365.1495814212
"471C"	93834.2383330234	176032.313197162	807684.652228739	29468.9536445671	37951.198216822	182192.133670075	379105.645390533	400880.062204661	50466.0090859142	503522.033756821	86760.2362527811	193523.968057024	600057.165100454	319287.367515535	13015.5366137849	762661.799887783	599824.160216963	711292.748548312	981514.033539046	270630.507278999	865051.028787726	408555.422833282	547510.403165642	11850234.0333464	112946.227771884	1671843.51285905	172285916.331845	2177972.9996726	243016.332770035	13229089.3599671	747383.496197205	38679981.2033488	2117830.04132146	61403.3515846237	7015242.25573596	32935.6536566891	13211237.508769	4161296.13014736	2022954.06822365	147490.754339335
"472D"	487550.102965806	103045.211851559	364123.166689931	26830.7976472034	5067677.67732638	527242.323915379	230021.519153812	445553.522244188	20459.8377479174	1464069.28382642	1332033.98381434	3521511.14863782	1680585.88702829	4289603.15253368	64313.5261065176	2196697.00881202	1920404.95879391	58856843.5792144	1172275.89353888	232447.174842418	376544.390552796	465866.026346783	1422498.24697917	1209236.93133912	239872.399274457	2111210.92478809	219742262.817288	193411.512457935	110982.785660728	1612072.76877124	713789.915303816	1068575.64989063	8217669.97580007	753816.76119303	14689386.4866876	19174522.8517464	12925668.8225337	3067019.79019649	139150.9469644	783971.83252764
"473E"	610589.806224823	48644.3248686739	4904899.41042612	36294.668345749	67487.8704152518	5880819.63265166	360737.318951351	239415.722003852	336070.555810023	466901.536712489	224934.078332849	835679.642423954	263593.086290304	4392441.67196444	36544.1718538197	729393.448261495	1453291.41882044	4508425.4736077	424556.500173941	144089.583447191	655347.450944505	697008.99887569	81258.3597917709	4459175.56081834	330674.104145718	2661218.68833265	11632207.8441228	356739.585209357	25943.1196128718	230626.183809604	149160.612937349	6701291.07993987	1715127.60059172	32182.7568347884	40381261.5931151	30350.0476297616	4759964.55669678	810997.916697573	575061.243863337	197062.85056803
"474F"	11768547.3442782	106762.22202338	5578072.05167699	54767.2777753131	377644.755204696	2124398.1749157	77902.9778001769	411273.387741701	29030.5326696511	727609.259699083	41318.2815621021	10006530.8193562	3211728.59696632	99980.3177166576	545057.740549137	16735396.3649764	949632.335464782	1478815.61121003	11555873.6034399	313498.088757792	444865.131291657	1218612.54719547	37292.4773510441	261541.93929572	195810.097156822	1523257.66203156	28824928.1186833	197843.52380852	212224.515005234	1094100.05815558	30570405.6885179	6798343.8767701	20514221.2377192	292108.636822947	4615543.1153729	99543.5161675456	14853322.8676429	1416154.38523157	3780068.98452984	173600.723959002
"475G"	263460.538362985	117961.94022265	636361.925749416	92799.9808330014	351346.832470594	2333850.64395876	151198.967536418	69472.1030882322	193286.856905724	1068246.6770506	11963.5241196283	1316437.50849087	840365.41161789	112485.263847607	107011.837353302	629530.956303961	3150581.75875926	19172593.662559	21450580.2665874	9717021.96501108	2235118.11717002	1558478.56179362	338809.027727202	1222554.33589179	734710.599431359	333413.643037371	71032321.5965385	923990.027449198	8211.13438493624	449813.414580044	52552.4842864068	21008257.3838405	1228553.65358825	302140.396571529	619897856.986234	37179.9317166594	929011.286262256	12794768.7166513	2862219.32597845	1507480.37309026
"476H"	573347.941501221	166203.725664716	68490.8513045765	639284.149556171	47908.5688115579	3712425.9346627	156747.259333568	1459584.19901265	53213.3378531643	1544145.24926978	811450.444729377	699651.592843756	400360.351583538	668224.47475066	76545.0366960531	1622700.75221882	2707496.12729703	188441.433274531	2642654.24163712	152618.440230951	538788.275941908	262660.768048887	968131.931226634	1191139.08464829	5009857.27350779	3622610.00272655	45443548.9423667	299214.155658267	60818.8146621025	52801.393147571	9806755.43771928	2761401.72137091	2612769.19104645	174263.760523427	13637615.753743	24266.2784395946	4671733.01259343	11133463.8854417	8254077.14368729	107512.481031954
"477I"	3373044.00498313	130691.144579312	2448705.00825193	107149.439300669	4259198.12399007	263970.838092083	927328.610292992	1723982.68541529	161124.796753657	565257.373022634	781108.516122035	3023204.85214175	11189223.0382256	487637.132896978	294138.981604149	760702.364879292	3136469.62585163	3984583.38103628	1910154.94955026	51737.5734880938	90131.7269222327	589072.443926522	390114.049854343	615919.769445972	866038.143724203	12476942.5488091	20282114.6860278	2114577.45086796	68953.446040771	396018.408768267	189663.203236529	4506907.05121639	1521373.06888669	158511.290012718	5156174.63166054	3788.39812694051	11739275.4729346	1024297.40838595	507684.945641661	204907.190142551
"478J"	85941.9547507292	3650691.73789969	986840.316468686	126993.631014008	48096.5077966039	33972184.6203893	256654.145332581	456989.077107675	248661.641562606	1834192.08526701	363879.583239956	2279813.57368172	123270.851360641	567443.034555145	23564.930180573	8947300.05717549	1902584.8132525	4076865.25069911	866679.821010851	45201.2086658814	43200.1932086538	1900995.7658633	960221.217057585	1422446.16749983	986651.09318859	9449828.38787466	232445047.849449	11886984.7967011	52270.0324868766	323295.793370755	306939.247432729	4550854.29454761	790548.305586411	333303.307649763	91613228.8209254	258118.007213745	215505.151849432	1141231.49554222	1130740.19818433	872135.631702907
"479K"	968069.056637901	87533.92201152	383247.85871028	31322.8784576049	540643.966763536	242199025.589641	83474.1038797439	1080993.74981867	503146.211622052	855708.651695643	438426.665077545	1563629.99723935	626961.835009944	5276572.73156305	41516.7071006712	11514095.4577559	3007399.78818687	19828189.0599909	608969.325571964	165172.478171298	57715.706270388	15986196.8828318	11403403.1251518	4301590.54873789	304033.532734218	10442335.3598711	1830332.64877509	182236.016919977	52071.0820366607	250146.539551569	2222267.37267699	50817280.8464213	2538842.84911888	188314.879584819	8480554.11452925	113759.39545882	412675.428898403	851233.759657901	140384.721037348	192395.278627894
"480L"	212876.444071207	380848.605813082	3471885.27861827	36951.7417589613	403375.248890147	13875517.3323447	48575.1851057334	53657.1317757313	279547.068750653	116438.725997403	55770.1284836902	11484558.839085	4561858.66734469	711806.711358428	30863.414562714	771797.354842066	677656.80559494	1580090.30689978	3291470.64545137	219382.787163132	4565281.35649817	792507.317597313	228252.361777923	1671176.83081463	34142.5015803144	1230360.79848551	58000054.6585458	515705.646287502	1166934.78647794	374199.728372118	327579.854124105	11423879.463079	575790.154951646	370966.357065021	12357374.9758941	2795026.91917906	4612594.24443669	55837590.4899729	7843400.51142676	101121.486752955
"481M"	886620.01758137	155293.952783222	56369878.7721123	348572.003332775	2062003.44290304	393685.897024962	19254.9854772581	3788363.89884326	256848.431752605	1010861.63161102	264471.378412243	454058.758936909	25614264.6432898	13866764.7377873	140076.8719588	3389745.59347669	2452096.02626652	6132890.5517591	1160978.55389494	955321.180984454	10295288.2776103	899512.90081094	1685799.38914255	1819728.53677824	67744.8449296652	525385.782602806	5146005.78004672	326953.565169514	208217.843556401	1545524.53232356	347982.813701181	16106456.5590322	1006115.44580793	208057.955788024	11496409.9871909	7273.0432072829	3062605.1978145	171277196.097976	64658.1004499522	116857.168505801
"482N"	9610249.09527966	8407089.83092894	1148518.79801285	11848.888395761	159392.903744679	4208399.17825051	414927.527651271	182318.330541958	391320.160906701	10013978.0870083	105807.43123025	1078217.2532784	310277.195892881	169054.748473981	132802.650510473	1331249.20365472	727369.74321321	1208723.67849802	573694.21809546	165927.558739525	8802483.55884081	5895828.14491154	393704.613757776	2034115.67927927	8853.36587780319	80654.997184379	52710360.8743029	36209.1307075208	89011.3300448412	439049.050465939	701983.300116041	7820729.66690673	2413095.58710326	180068.719714358	19112248.6504847	66469.7985026642	5917323.64506223	21179979.1536167	501094.467993954	1518712.58137678
"483O"	9764194.48726678	539912.310050839	30169192.3601094	55491.308944626	2999073.04601644	5749286.50398008	196219.051372427	793102.760424512	69196.7152110001	1975383.5335914	257251.1105486	457079.504026195	94951.5614613745	7455780.38946117	420113.764196747	548359.894600665	8491227.48755617	850454.593847073	5823459.40911281	76680.465585055	195609.989472684	316623.655181984	466227.232932518	2158669.42972492	1618925.28425882	217070.368214106	213476264.610969	335396.99396179	37415.6026965098	492898.325770171	3752184.59504388	32099571.9947814	1174352.69939048	215668.811282899	66340703.5512699	608632.080646344	4772522.26061663	14574893.3078978	271697.169522889	419284.746047189
"484P"	780891.70232626	104318.567016406	4039030.38490936	57182.2015711411	190425.582707389	3062560.51018616	139033.472848801	7014425.63124366	428580.328881705	494291.743751482	286522.925155714	6605958.0760334	844468.226366019	4403697.73645096	987695.600922678	661157.532642647	1205112.42936413	321949.165649242	207003.075958531	47257.5483924344	2387328.63882766	14023.4775610291	487113.078623549	474150.582823051	324162.694796652	1233914.66001116	370315953.649242	1080340.43885051	447290.530437078	866253.838487423	205128.940947587	7491589.94964253	2460890.5815993	2332524.0188303	10990589.4138294	60861.5863562707	9822121.67992571	6419658.8505997	7125973.91257643	96300.7588104831
"485Q"	2715189.16711238	63940.0484155759	5675863.46013476	78239.8363128725	480815.314924534	18382495.9064903	310505.978603534	7748179.00928261	30747.5764718824	1098128.66261445	1534359.37573595	11325623.9551889	2210705.77021056	308260.962977655	695388.112350768	322323.581405811	3860097.5555626	1003885.77606925	9408318.21543763	44501.8878420543	281901.226926377	4893546.50526266	2285420.4173654	11253620.8799692	870419.766618015	7269175.66787814	88749490.1338947	297908.197027498	99208.9374531575	774968.891211439	555620.493007238	4110173.54450905	2338048.09924897	1740514.64330968	24021546.9668569	960668.911941482	8674351.44490741	14678421.670988	559082.633646463	745520.371558525
"486R"	15753364.2238181	432302.775980283	13574802.3523039	41059.4556519922	9480.10666201033	5210581.15034157	1069975.49111532	5451191.66994942	89805.5309702802	135390.34807496	1174808.49679325	3898101.0243292	129998.808129983	395116.299598668	278804.918723629	2723352.435522	1864872.19960063	10790748.8372639	7304894.79091109	72746.8969565523	130031.156301349	620544.108293232	1586882.32933463	912550.029582051	6097769.78390101	3165201.10096611	12249916.9364625	30360.8808240026	2832828.87771419	1911623.86740914	205069.112430393	26643966.94878	2164781.18427851	633908.827706382	51351439.3731375	73558.8132741221	1248992.17997297	13685136.0937933	1968017.65215563	306393.696837421
"487S"	9500235.8881066	228316.038402316	807305.796594205	330816.80210805	1701078.39200315	15251332.557283	243147.645827922	32731.6634554108	26385.0624415613	213316.097627767	390154.087698112	280603981.78938	103145.591962219	2108150.12622182	386752.409193259	453821.562199854	1190137.66570291	14736724.5646167	31044912.6880556	210502.086726605	3290972.65663423	1925374.3050232	140079.280656656	3613020.2650867	931802.108491312	847202.435540524	59947650.0706317	315537.337600928	3757.14589042264	1321119.49099774	449317.479887522	67308583.7644552	18154192.4092775	281188.718331223	1372001.97569629	153306.262638666	9062651.91393994	1605153.61376323	1205748.22887401	392146.216040434
"488T"	5974911.29075071	538868.387936256	448019.907255138	4366.96178873871	28115.2029917156	12080601.5951637	600857.497974631	13477421.3219584	108002.97883035	1064939.1483375	1195736.60115673	918689.818969628	1270702.22778252	251266.24137527	214505.996169261	3484575.29757879	14521879.8303716	2580038.92849071	2510464.39565059	359406.102198462	313569.643340815	359606.146038585	16563.3783988599	4499788.50585817	201091.367403235	7002998.47399767	79158722.766081	1900870.10137849	15477.4317507843	2532236.80841927	3468626.8400014	241913.731495886	9228932.3012618	682397.559335296	6265977.67410864	25735.3722193679	51848730.6977787	1386850.64293028	1919367.57734901	661737.077117649
"489U"	1174392.35582354	3031284.26889486	11662934.0154214	403724.554958318	1172070.04356323	39462611.9740115	1206832.35108306	418292.578618009	277234.824750315	1430873.72842396	299635.776849501	608020.688924357	8700231.27799227	505646.686631998	131255.635492516	3051729.1719457	2575140.14923318	1309978.56408013	6702119.96392325	538134.523366569	299094.636039306	318427.405404626	159188.250621741	2386667.50765105	70888.1309815744	529879.72875181	43891969.1938252	1153332.43298504	968518.057834876	13905112.2052614	235850.698202534	58020917.1745931	438547.57489112	565244.574196227	13749405.671017	441730.185391082	2780333.36140676	6804934.63551551	276796.588009312	99522.8111761003
"490V"	929924.612369203	20603193.06089	1974913.1776426	21930.6496112944	11687369.5125967	430599.512719201	78751.6055867664	21508687.7737552	61640.4387690918	647200.559732941	116180.168848148	1183484.12443011	111947.588563548	154041.965213144	1214572.47284234	1101218.34381763	6271444.90672202	2571515.65324875	1213491.01054424	16760.0616368974	277910.125199725	311012.914351492	392646.846266213	1035521.21741608	564261.571102136	5514661.89011772	66231085.9482825	1282382.50091316	217517.86893494	69969009.8212197	589548.61503526	12574493.3442087	11756723.9145171	498163.354967469	101225793.16077	59912.89639252	1127946.07821341	1097356.94532665	820494.083787565	3045114.74976504
"491W"	704127.393597178	383027.191427993	2616154.83662454	18029.0744766533	4477368.48918436	5146831.24787838	460222.920403942	2940659.47176543	362930.618147349	135134.327616974	887668.081097308	440982.26854155	367311.628775741	1664719.32155284	51247.5348484477	3177893.87554545	1853760.24782654	4389754.26495009	900778.805448007	521471.620815947	3009524.9117793	129484.665857759	6352750.05680858	859807.060652577	176537.535396466	3056283.61457519	24690433.5964306	1940003.71712918	116755.181041691	2138326.62745377	207131.836082405	3770170.23804951	8039252.24628887	410396.03220314	39025807.9260699	2437199.5254838	7446449.54517669	7743607.28166526	148065.456896801	434388.979106895
"492X"	308507.393002974	395393.333485492	12484032.1269677	29294.3265044708	109952.20500141	27677608.1666598	63075.3649296219	1400040.69602602	907385.289930142	390053.881329873	2253101.01059473	91255.3877354927	440632.086933078	1714813.97818896	2344732.75222851	3368607.66887065	1821707.49196077	2513304.39507987	644729.668370669	190681.367042103	8006769.35648485	79090.2497532022	340441.470598483	59698290.5697079	1123273.97865902	1686298.96232496	74197791.6145786	241397.691695109	40537.9717657978	245891.315881027	22351.174346143	3231467.92931741	682250.983327518	17678.9899944579	1746367.61741922	221776.400833423	7441439.62779243	14902037.8465803	454953.218754163	524743.776699591
"493Y"	1205967.49083487	476298.169825406	4820038.2554331	75010.685706013	97140.0044133158	2799175.29386192	1652870.60472934	368670.42853257	46033.6719819033	1631170.20891942	347404.022894348	8587160.25644043	1307515.36201506	2053247.31687974	80882.1164385961	7510215.63127006	4698987.90624788	2766718.01842386	147992.211873163	1914512.73678051	484151.937806145	2761932.9404602	3557375.77436387	6766296.20224229	19399.2101994453	2239173.45034174	127402383.776851	566528.738229671	6073.56265008888	2049162.06151772	4159377.20526748	10373075.0689195	152457.730344023	208280.885561853	177475116.023459	100295.070744615	1569748.86081608	47487576.6466426	1261879.91294298	197009.943389523
