"","G1_1","G1_2","G1_3","G1_4","G1_5","G1_6","G1_7","G1_8","G1_9","G1_10","G2_1","G2_2","G2_3","G2_4","G2_5","G2_6","G2_7","G2_8","G2_9","G2_10"
"P00429",128526.229456067,430914.487223156,176715.867848065,311115.398974272,158254.49437112,324155.494023336,705239.083190006,532794.705404784,383217.526198908,407517.589750282,136183.598488832,200699.780520711,346331.694535608,414296.575451635,281556.467402243,177167.995547831,241148.13433814,352743.389847706,298967.130989362,406036.515859135
"P00430",129319.82182989,435157.125169674,112508.931848424,111964.005568635,164134.222765724,204170.669497942,189651.073070189,137002.398738617,238094.548150999,245483.176090302,171834.928807408,193881.866122666,68570.2527037824,286743.232833942,186860.049279444,336414.754794256,277564.310290273,164733.135399671,270044.899770565,127803.584973489
"P00431",1007873.34164683,565363.44431629,526987.833471941,669785.947778179,398238.681875732,486177.493983918,419024.353035873,515852.875429272,388433.694638773,518635.722580593,657123.242852758,769608.583076458,424447.6654214,270935.944969388,380395.627084754,167356.140952287,531195.827756049,609105.300067162,686741.381846383,254540.047324698
"P00432",1818317.95722609,541714.968177703,606398.748974952,936867.388289509,445130.838753058,375056.755292088,1103056.45293578,859485.836489163,827692.014010936,613254.458797359,193899.348765692,140304.185236304,521457.063464358,99100.7904185242,122146.621483641,292872.816028195,248854.562445442,320661.040354285,324691.420397951,574892.666147823
"P00433",1168937.31703615,477810.87726518,1281537.85894915,2957963.98006068,1388137.53884784,1367079.64379265,1095696.76168629,485504.615048893,1139911.21903495,876033.691650256,1377043.69254709,314214.602249423,584698.324850654,1044626.5791308,1178286.29349145,387277.080695354,3765997.636412,1007054.1191801,1209635.0024508,1460267.60341963
"P00434",302780.635942245,214528.682555526,97535.5420859171,182385.967945196,132950.318060748,205176.327325751,181147.089879329,257306.536135198,323097.912051061,298942.074247918,187068.671528818,219285.469265445,308237.456819189,286030.654767432,174889.601620523,277929.259021832,351378.517617463,363101.044809323,199399.299568494,281905.003702541
"P00435",484937.728513056,172254.035947921,746340.785127438,310447.30558717,303328.587190289,760649.769925511,181936.808748986,328402.208207967,356507.268880995,425383.436047882,461367.282054722,255902.013457182,392058.901621898,216875.236606038,394158.954830209,574534.913531777,319943.81118969,325471.274130713,475121.070606014,475282.971941491
"P00436",1224416.09476964,2909957.11566998,452530.719042256,535107.242976237,1992551.63947546,1016257.44661944,1247252.20120328,1399294.41594805,1191063.80425305,715078.009589906,530500.819674613,2891972.3269699,744507.173122962,578502.375475945,1143757.8141061,1186983.7263691,281327.141373415,1374526.37200813,375455.717210154,1009624.92881297
"P00437",3518743.13579175,4037514.75262719,3279839.01515692,2924804.78264585,5780161.29219964,1769842.60219116,3211020.40957541,2727277.69217106,3291787.57525004,2444106.15617885,965070.478176486,653403.969673241,579633.157188986,749914.633162489,1723886.49326605,1131506.01701809,1374572.32466773,990199.857116338,1068216.63572953,515384.15139344
"P00438",1211397.52327222,539080.515972333,945290.389789167,1580516.83419959,528250.912190274,1089523.00498877,959595.045092218,903703.256772777,879069.064050877,1004294.41779446,973731.993682689,296592.882971041,746662.725052192,451277.253514324,473320.402079144,614700.184067111,1182500.66643193,1001107.90646058,747998.424950017,597317.093445494
"P00439",164605.76601669,222398.754326347,300214.548061572,518105.138880586,421275.150754438,264258.999632757,1114923.87164982,173930.073040799,161641.869470574,179780.682998495,320114.403216559,102228.798873689,564068.239737119,122427.891780532,226594.929018334,125416.007102463,170050.133801579,321121.862671114,164123.93929794,426269.089022694
"P00440",1235596.60521629,1121242.67556719,1051111.66413754,1005171.88921339,1498332.75252183,809622.157006515,826573.735491427,1461348.86866235,710713.620232444,1160559.90556259,618976.72474701,736425.730443256,947118.097180517,418131.15363217,653545.441475402,996521.9582798,499437.139021358,914508.297376568,1835632.86111121,484455.098613544
"P00441",106841.1410644,42784.9911416537,77745.0201609878,106918.189057822,19770.4485675568,72570.287832234,138532.243413935,87290.5518052596,87605.5550585333,62011.2689902851,90099.7362112016,58735.5011842725,30289.8441110079,47355.5680834976,82510.7340569818,53927.9387948304,54198.3872890386,106622.204737464,43696.6652692328,76664.4430656532
"P00442",599217.25989658,366504.65610849,642717.521090383,307708.591726651,474309.870256095,288153.663932921,385880.241066589,625589.339416034,588510.671936687,201311.15110257,440751.241578571,295952.126118815,350485.141599057,393779.295882107,456666.894217407,248822.21839594,539939.170221048,1265343.86191115,317194.57830051,667819.031329164
"P00443",29204.8774619968,3069.73213275576,60090.2968744198,93178.3402811362,39793.4114937085,28534.9923142996,29960.9994113234,41969.5113562307,49365.2513165128,24539.5812729947,51707.9901183183,9585.32418047193,30330.8481910636,24171.7406778544,24141.0598487134,15170.7246400413,48507.572222816,18717.3215872309,26003.4677114103,30122.9533533007
"P00444",84730.5187680184,49355.6268633232,35295.9759720433,51464.3367914389,66937.3339999754,39644.0388289868,54395.4201087851,50789.6707388429,26657.291630317,32644.8452853737,26495.6574755043,25692.1537907893,42383.7661061048,31007.1489222295,109250.959396719,31949.7776955756,45240.6691340199,49766.119897532,76837.5574872625,122081.701963718
"P00445",71001.7667828395,115788.658606947,78802.8223877864,146205.339411954,117574.262177208,99939.3102283733,151650.983603236,169931.729911296,235031.74750707,50142.2293892459,592962.537323478,339383.832814988,396119.689943676,478668.287177859,461943.975944937,489600.624196618,340204.804203467,301753.661736383,344071.240783038,390743.112684906
"P00446",66730.0425813148,53912.3844117154,64125.4944297562,101441.215590479,45001.8981282395,88645.0187619742,78057.3268784374,67401.4934017388,75714.3222510307,53609.3017122582,87208.3724140375,70837.9911217893,47209.6832066723,57215.9920780675,30960.0042495482,36544.1992208546,174877.310448655,89325.6320998502,32858.3412811678,89968.3288442782
"P00447",212041.94774328,137326.013532418,475859.5214086,419814.378594027,367032.494424921,437640.277506028,245016.315734219,252216.308718536,266495.154885319,160902.519760223,514988.80014583,415076.490685821,315128.060499753,161105.281361514,244010.233585579,323052.165968625,168730.028589852,375649.906388304,225635.100410819,541517.756611285
"P00448",82634.6782008287,303502.370264843,89473.6667806561,110599.070979848,126922.797708538,157024.949805072,65559.5159658987,139177.828769208,86077.4356813376,199682.324528162,202476.370432804,276221.89132173,156259.326400262,130285.892414253,135502.557587,258736.655872583,116221.058362254,118597.595330322,285480.93326118,75786.7201793334
"P00449",60762.2971756181,60075.401511304,70208.827732403,43354.0010652948,52571.6350277872,93803.2817502845,78391.2857280792,43682.2102481663,30964.4903928946,70305.6656378541,74803.9231006133,62604.1553622508,72831.706625892,61652.0442733573,45640.396802636,137856.016117243,38857.3707107592,73307.6813517073,44281.7076696551,61059.5824789888
"P00450",106803.402902933,88532.2624145094,54265.8673889563,114021.94966724,121159.152550182,79235.5552491565,37449.2455695609,49129.4955200771,68870.5558066651,60207.2711645652,97906.267940547,72282.5241150957,63445.5870604116,79615.0170654937,55915.7749686567,104867.087085384,69168.2902247127,87507.7137179096,70828.3524283305,60157.0349188303
"P00451",2332124.59722524,439340.757017019,1154432.58127922,3342001.35855325,870991.027597737,1309616.98246344,1653151.22383747,1252644.36901578,1769712.85959085,741488.272513956,1337803.79233201,1193616.29883149,811436.154801994,453973.147161225,876114.481509128,720777.624872908,1655680.54331324,1435600.45521961,1170506.0124635,1232284.20956449
"P00452",347214.88274449,318762.971481307,222448.215875031,293033.276026042,218486.158752319,771112.679119209,381730.076632994,279762.076966672,219707.1722381,439368.218817132,342409.310539349,514176.030459126,123701.435746488,473903.618507006,223050.250228031,442493.326565234,169114.924072212,274202.769339014,407436.77950371,413498.506602381
"P00453",1114803.30007814,1555068.85717301,406670.571448118,1347810.20755517,388614.946084097,597122.969167293,738416.037900424,471413.650103886,1018139.43837624,921432.371400804,1111133.25877599,508364.063670489,745733.768461188,305582.781580803,1333637.71400511,597231.761802231,1032008.05832673,762707.906171889,373375.449681537,686728.179015822
"P00454",49221.2037378238,141134.37954806,198195.688322531,167599.654503798,119110.599546439,263326.900367661,96741.2409465677,159088.02419617,87059.169698289,104578.223620862,108987.791994475,135239.645587341,75844.7834805259,124671.7476495,123676.879981601,128480.825786101,63528.0578835869,145890.53667592,71655.8046126423,83269.3255638222
"P00455",1064990.06675077,166174.400498757,471992.736542974,558031.172313077,327287.765542549,666091.306346673,388679.258945487,303885.166880639,382873.735596905,563850.602709296,1444508.64222141,229772.569239133,404688.337204549,227499.316767714,350401.252661826,372401.560754991,634769.545255685,409589.395136615,845882.077832124,361202.06532043
"P00456",8704765.3178423,2626948.17027117,7643914.70066341,9620967.96840941,5221797.86972328,7972140.63879714,14111474.2588643,5645742.54819192,2496848.30583186,6085680.79002601,6334813.55236665,4180635.76761732,11093750.4198771,3843149.27683596,2801557.03220588,2277290.63512104,16358641.2465292,6063036.60600522,2500781.09831323,7982900.68673225
"P00457",439839.788448095,118460.010467535,156364.416348127,206998.983104165,159926.166790097,71164.2681275919,89605.934931401,162963.746212283,175418.121862437,202750.070863782,277629.919379423,125338.630228424,112937.352293005,172909.907649356,76191.8653332103,137113.908737201,245783.232781836,158452.675327819,253392.413864998,354039.678282137
"P00458",687116.035928802,1355774.48041107,565120.755106216,187704.074470072,1392550.39244618,422809.376040448,1182840.26915989,1370574.2357242,3111074.15826703,1235339.53418358,1063871.99886371,1459420.07552869,528256.881362869,1267429.18022092,1116169.13503876,2952974.96632314,467312.806314757,565560.476111537,782707.621916558,1341611.41180908
"P00459",362859.156473613,131347.017985854,369099.194898899,457846.374999971,187948.836154118,240712.06809639,342073.939331027,346370.623758187,395299.359191648,381727.488170997,196566.414378169,145170.597114335,170781.48095166,125087.758045088,415819.856002982,290721.310674104,375765.245591925,332807.275832096,254695.555789423,563390.365900384
"P00460",209751.89132255,498356.691503524,271071.399506196,426741.098541214,142291.794809712,478819.257360356,110719.756195255,526682.310961613,243924.633768501,130760.169410735,465045.359660685,190468.526382133,260597.6161617,179989.512015073,398901.914935418,155133.867113785,219632.148921337,133167.503981386,165456.788304371,270399.396331327
"P00461",109052.712361186,174006.489681888,183118.63506692,103210.99574774,193922.677863041,109195.232390274,243522.21973762,128174.538919363,60289.3099380586,96631.7081293416,132026.802307107,206456.263067741,359568.762775014,205494.770402954,107309.490486875,95858.4596065804,156326.471222274,135352.969105801,278941.749530712,117237.47979536
"P00462",2141113.04353307,457158.020759624,1062046.90935418,1757303.45644776,664701.705509948,1143347.71545363,1049266.62069858,905154.210137919,684234.274938134,1421912.66671544,1227054.89953527,575313.825582887,604451.324205813,441365.795152415,775583.499648167,793968.694819074,1140950.04032517,1272927.86842236,1039861.36787618,1159495.70635961
"P00463",3267835.55494479,3463444.66681793,3903128.92679811,8033296.23695177,7704734.30703762,3430946.45559517,3820205.33773264,6701136.3134539,2885528.27898398,4185327.96051969,7808658.77566465,1300751.82762625,5725459.8503767,4497785.63901436,4243322.3587991,4297105.35570759,2968357.91663666,4408839.3482091,2198459.95401407,2457557.29593098
"P00464",741794.550579892,500271.664562048,464835.113812166,689040.799089125,432671.530128973,367938.867249543,722527.911324862,444869.843591187,314069.582949414,402588.749146279,499174.997704397,596927.456780405,679287.95602735,121134.401955576,485740.905283952,423879.558336375,835598.485062296,770857.327440955,727695.988376922,699971.05341663
"P00465",342215.743895919,900438.211656482,339371.786622624,239564.136611684,645799.206377972,593121.096897644,518767.466620278,422204.494294863,932261.185215446,556737.224948482,435843.025650072,494455.641484922,350082.544217313,618679.300367129,517176.549808622,786181.916141517,336229.351378536,584669.939278893,472358.103539176,480600.611529862
"P00466",80601.2630552739,81612.3053266132,108299.690037227,65246.4839171941,116005.802895982,47674.149729951,94937.0040142908,49140.0339209536,63068.3985398561,167211.241115483,178766.985784141,31913.8303972892,177427.774947588,44865.3848288512,67413.4432999366,57282.5437030229,120581.760024922,119509.750259828,77063.9265079219,52857.3916110825
"P00467",892893.698137319,678974.200485682,758339.98864854,929378.230943983,491013.520248644,1372682.83463211,1259041.95045212,618042.896679302,1020182.24617817,965990.629964998,1199471.68643402,1328569.73993762,1076300.14554912,1534305.42564899,923891.469887748,502145.881787088,1202957.02257524,1365973.39559119,1286221.77171263,1325151.88890631
"P00468",88641.5039366352,74539.4247249938,57963.1257761586,80216.3691846418,112507.08010932,55731.3880765815,117926.566836739,73719.9283940628,89103.6314661927,67413.5827409437,83809.9582364926,49481.8034200853,51013.6311544311,58522.4740529777,48356.3195604188,19913.7541726832,120513.975958704,105657.184029767,150561.364802383,91305.0933217611
"P00469",247628.791315549,141627.899654295,180210.817992242,246818.04837173,168896.890201029,269020.523858776,241363.217905345,120781.656274739,133790.886001557,205524.966752154,206629.347732709,141782.527825271,132892.698762029,112879.705413139,103748.956201256,98238.1483038673,211530.964065952,229883.926330579,379723.33988701,212861.788849563
"P00470",147297.300165226,157683.877292121,87918.6797585453,132777.824630271,78296.4297567325,159669.95410686,111352.323409579,99952.3472925181,144568.473290535,94133.244248382,160351.099646878,160477.103270856,104240.938701619,140504.40226625,99261.7502848655,156383.927395239,76164.8460220855,80333.0766603062,105068.219317929,104927.742597631
"P00471",218437.231721622,600967.997278761,282809.56607038,140381.698261983,234995.936266103,497337.129470838,328547.577489707,478932.926171569,353958.356183077,212375.726707788,236461.424866642,422635.550080821,482661.436442697,489839.338122533,303492.181979861,486583.48776623,582985.788501648,280643.837672315,231259.272637852,647547.867889916
"P00472",207278.832600619,124425.100604129,140740.430868357,199574.042795241,99121.3075252732,122353.730708746,106772.776637276,192641.263987816,232851.807516376,135079.661331878,154541.687903627,166214.34525626,253543.722893825,161597.539236773,149973.703578955,255938.665671084,115190.73667299,530818.065463487,120090.18315769,126791.031948402
"P00473",232865.33317064,671702.556930618,164270.194719411,329841.702200795,240973.842564027,204869.589583234,318624.175923774,480343.090112078,357771.501522243,434290.293002929,111892.142054717,469892.580290844,238258.82436571,464701.224434437,273062.205419,237704.052530111,573265.166005138,362636.348092722,267327.25711157,398717.014348135
"P00474",9735885.99100096,8753968.22320202,10357523.4707026,9126548.77257884,4841571.42184774,5067844.67916137,5196052.91272827,5986596.46616772,3578500.91388486,5401461.11175669,5556555.87778723,3479385.71017457,3653629.35231395,9694026.86444005,7423092.95745099,4452506.2039534,8034670.32918589,4927548.05461746,7634756.31946855,3472079.51708716
"P00475",875467.604244494,2342964.43687403,1420098.55959497,805549.060442519,1480581.59622867,1307691.44432799,1314451.90903862,1555309.08869507,2247767.27625508,1000720.98342179,315517.088402173,191539.764776623,234493.895449255,234782.856329664,205181.5166409,475581.060216128,424599.983323705,413905.737030656,239305.715500005,160793.839297435
"P00476",1747343.2461153,671059.53392982,678795.721196645,1773944.1827981,777159.10671522,807827.104157487,954921.49497757,1748812.57079361,1030844.80962173,1786167.45745132,533697.235193445,668001.024347078,1104484.96185116,539573.623721333,497272.79435406,627197.557247252,992465.422191046,965018.073466443,538124.588590869,729267.957225888
"P00477",3682982.84355424,725022.617724344,1420513.65746449,1518191.50704833,776646.408942366,965419.671304249,1720800.54382569,1509954.79393955,1871795.38231856,1344770.04916012,3268858.25196605,1032556.67465398,850994.404736397,686684.367712961,3023759.71284324,714055.996510616,1332524.87088269,1541109.5973913,1509080.37586684,1609121.48399547
"P00478",915322.355209596,528015.716149831,355188.24899814,792665.247338751,640553.154636206,764420.349999517,706960.571844,1047367.97682308,1032782.55544024,1206626.04329953,1598589.44123458,1401240.32182268,1062012.28053646,1080673.32948504,603049.614411151,1849852.69000143,459781.104367302,960212.571013177,1163131.93689195,2049316.63462237
"P00479",89701.9428860295,153542.448286932,220660.324545957,70465.8393530405,236105.516660275,100129.790957322,103778.473692449,315951.873237578,99438.4659830744,217580.279215052,100856.242882426,448947.003832311,110237.175325445,236317.182165965,209859.411982862,295872.326594528,105905.892874347,152271.80953312,327435.892154292,197763.037427536
"P00480",263878.484443775,337656.717955252,759002.939964243,511576.216519541,421788.810297779,316841.009157961,152377.389018421,178001.684278218,575881.38507554,452321.47799054,725121.288566072,270917.380335483,519121.094196183,152131.414419173,329812.902749911,347015.905146025,316954.342258814,320009.297157662,400844.936249906,402247.277008468
"P00481",88599.5152509529,46676.1535583319,47748.1779072434,71439.1866946207,47352.7326272046,73265.2461727823,14915.3346047549,88830.5941790475,53151.6085011009,101160.640218954,79294.9871638765,69639.6323772273,41930.7432501673,100920.187708938,30445.6439293331,27578.649127275,21356.8694682906,42475.0933704537,46240.0556276617,41157.183479651
"P00482",9211782.46700567,8243174.75868972,11386131.4343346,7262600.54419566,9538158.71134751,4652111.30001804,9645002.44759317,4046231.30640097,9265447.24733388,5061164.8671045,7801571.83375347,8393083.87883196,5878312.92798674,12742720.827889,10457734.6142873,11721454.4839954,5745125.71354879,10940815.7036718,6579239.41842419,7104843.60203522
"P00483",274720.842658981,346389.575608137,348831.678529632,300704.090168131,406119.30645114,255383.491422844,168197.984549713,265678.500516073,240886.949007965,253870.639577785,139828.074311597,418324.757663129,301000.010306285,374067.473893247,293938.881533198,513120.757909706,167104.393925353,283730.904069342,208425.110935058,301023.072412996
"P00484",155815.800764636,237248.275425098,611218.260043799,356724.652829456,280018.037283619,247915.50454903,360812.670888166,342364.779871962,169559.341453166,444239.534354504,377975.227232609,183352.351314551,452167.228317904,363228.964850761,218771.705037232,292772.763652524,279125.075847216,419652.466828367,151530.326620976,431726.585846633
"P00485",1119146.29854691,345913.25906667,606700.598604703,1844328.91797884,469381.108887399,670710.894469353,749208.772818797,718198.683785383,2307389.8095924,1408748.86856716,1196328.76780866,610680.849303845,1180446.91813882,602907.864523073,765781.402592011,1152752.44542939,700490.991836643,986893.199711935,533659.03366046,988543.118124852
"P00486",373059.71463664,241567.221387986,896483.142741518,256536.571604211,178586.392494051,283553.766743483,862306.767722179,503559.424428295,238141.819386413,215550.002763334,354646.78350847,218591.472137425,285284.58555993,227305.803634679,178308.685644741,427396.346857591,369967.054933095,153653.070870264,313159.450912807,382362.56466023
"P00487",1698342.3281339,804221.800727734,865659.306368777,1395979.47988323,844144.613117617,578864.229924707,826887.270325517,708096.326467489,883767.412462535,1236382.87649769,1461654.99864332,556435.04440576,1123219.86167097,1121827.14912188,1309696.03837606,685841.699998877,914082.263120844,1080054.04745264,428120.174291095,909469.8465388
"P00488",976459.103144963,661398.160104131,706855.60573179,877923.147229143,920379.923081022,665147.659591162,1084650.2357805,1182877.70308794,656982.614797646,1162321.63434244,1747988.61674663,771877.202744312,775776.817651935,911456.85028375,1093949.35940053,435314.785609736,1105584.47849458,697180.427897847,311509.915201477,970714.36174666
"P00489",125251.97067301,144580.055248541,67647.0503834055,71808.1351561489,37850.3903492125,95498.7156306622,115281.080964604,159625.588614906,78325.1846168181,226965.155113666,88722.2439368038,131522.873806684,119205.544752526,145832.258736055,135631.605109054,150336.823229538,67797.6920678462,154901.948370423,138693.142079838,309113.633117426
"P00490",213867.736452996,154547.693116691,179366.004568352,332945.763720308,267576.340099875,161573.012818276,167182.93082723,214543.972785568,165975.488318564,156234.811010298,224775.252142971,139764.355302296,199771.121711944,306485.317105285,282673.385411909,83708.9692959771,197176.658448038,147197.35042095,285432.923835231,309396.629080478
"P00491",681330.042045509,270252.105088165,484558.68332662,705794.863882223,233917.025518902,329092.984131758,945782.491227241,455668.904973927,410397.788473903,254427.128398191,777292.069617211,117203.866896881,499867.011088309,271197.648812427,245720.724461607,334014.013640962,680348.142428064,685591.719327891,329107.882530008,318202.892155162
"P00492",111928.522854104,234737.015633259,166362.915269845,135839.539701393,557938.041887829,112065.230147281,103057.535092749,155668.769750003,243892.03594869,251117.177659058,168313.205990253,278617.699656716,124973.540902718,342826.028720998,131408.362621612,255465.620163265,171426.43086514,128372.786253153,177507.091128162,97009.888645347
"P00493",198535.342741518,180622.782350403,336198.881096322,262020.496603584,210212.002090211,117436.486361754,126358.08471247,122369.9420839,311902.987336639,217475.455905256,302077.011576845,254595.743834194,359021.760545624,56540.3261882817,149781.16893167,153459.690740874,422521.692241345,187043.632937994,315387.020956483,120242.58462901
"P00494",767077.454688514,3253980.68870913,746152.284112483,443420.145987572,919507.402854613,646122.234581414,628293.515430143,1862555.51499169,1356274.68910789,376085.300682321,562097.498050998,1750013.34363636,1998498.642502,2384394.38585627,851950.555050894,1690001.25616143,603609.936657694,429762.477176181,354975.303605398,709485.487436369
"P00495",318720.133735704,1006923.20855521,382654.349856782,609188.025193998,727660.949719668,1435023.25204133,1224399.69672345,468634.595765287,761240.614358398,702963.008649145,278873.35655931,589898.366565814,449535.483644708,1032512.73454184,1209947.8931267,796907.003193731,917692.814473892,779935.188423915,1666835.7436446,723627.391034364
"P00496",123972.320872135,100993.690969417,168024.592517587,323188.404045635,157996.551123938,135169.973063819,105277.494227706,68320.9463870405,117729.442014702,136690.149100114,156904.982844252,106374.759059013,149710.534428717,178739.972740477,95170.7595584264,136750.789784962,119904.206227752,103867.785165625,208174.154602986,251969.473290802
"P00497",215666.758347552,199375.998712667,294818.439796402,207224.392576328,327906.30161406,99323.7130112378,96999.0343363148,285591.221282964,150512.043299384,172908.203942931,259770.775997658,249772.476960473,160780.671318481,336754.577429275,301580.9522576,224303.443121524,143847.492507453,203543.365463715,216450.218766316,130913.783569984
"P00498",190081.547064707,84959.3127872445,193973.077228472,618020.901909624,57788.2180644125,128406.20113815,319883.186923234,138189.2133303,206890.32644687,170094.836799484,183652.461152163,189232.783995523,182946.826403297,209659.758482321,249210.27321075,293011.261178515,175932.228389178,319832.733824977,367670.071628704,109261.646401875
"P00499",83789.104780506,14168.2277015172,264073.930789121,154595.31641567,56509.4274553903,110369.997138559,67898.0077349961,109985.814711562,88444.6198234338,34868.3863568108,53348.7020594404,33115.5117693675,161620.710814735,34562.6853698812,36009.1200960495,24096.4747938201,157434.79228515,92678.369804316,70587.2221344898,159811.614116219
"P00500",380813.466729335,222412.893948226,153560.677424223,234527.689213479,488841.840706153,479012.800485518,233632.41548389,356849.183118136,510839.976892115,476304.98609615,269160.047461085,707576.352472426,246584.98711432,433022.706332654,294274.823438755,773793.53430147,273607.756519444,572133.552810204,401846.598853963,260140.218818005
"P00501",120834.802799473,170344.615623924,250514.972713732,251835.589564487,299217.386867371,216204.99138298,261096.078708673,145834.135114976,131465.120950336,400284.423204887,125865.346946833,133136.053712951,310454.428654117,126506.680330162,171534.945007095,131261.402003061,165045.406795318,206776.382870484,207331.108614807,275682.952138686
"P00502",160346.110943625,302761.338207012,508430.171785274,343846.428293066,162114.957543175,512028.366701672,175305.577817713,431387.792185695,105810.182269851,289050.289382068,342601.225822274,116018.108463403,444447.462943505,296383.421009409,398199.909083278,385902.456452988,702408.687003574,287500.741511775,294951.727627599,151693.595079685
"P00503",79711.4647238647,124853.386941226,90150.6090158308,49615.2666431801,47586.71699612,81296.7001662345,112135.714642984,70384.5457949023,120409.670244587,82892.1084602514,194997.647496385,115427.607202974,82014.8202001509,100335.505925781,100968.371428274,102925.842576223,129588.98487137,79735.8512987119,61018.8237554509,63683.8289066016
"P00504",2169931.28328529,4388047.234636,954045.870936147,680883.535175214,4563747.96782445,3343591.64704876,2137880.52970073,993920.559547085,2355227.26140062,2434725.17608945,1839531.67348123,2393242.76070683,7840841.4598951,10525984.1520736,1506030.51399266,2945433.30352856,1719270.8818254,1724554.09015438,1867934.67266861,2889747.64467399
"P00505",169849.203162002,136182.591247913,324401.282012905,108706.520743656,174780.634327622,109423.107422956,86472.9514745083,108910.59206228,123291.55294944,183915.536378186,182292.544189467,167718.352973121,263256.002491966,219143.710419332,216758.732821313,193101.531608023,312549.534581396,197119.59410721,292323.458936431,144080.993949372
"P00506",551607.105840691,483366.452440814,709219.416199003,527712.553656708,364774.94217147,461177.03456842,439211.641057354,670587.47480467,796945.194237839,282152.695405393,717183.446191704,350776.103700824,268994.135055805,126583.959741786,149995.615726039,333425.658068826,758985.96695552,429362.983518944,300464.614134969,355396.96833102
"P00507",214229.015250559,325348.877650845,688335.293813117,126233.510603618,184930.739943458,190649.055167966,474460.829266473,214442.754233347,326307.512666818,156871.512507455,196877.428790205,187042.520319959,208131.761258902,283983.78362014,252505.198344559,318585.105671091,366943.480375016,275460.565713427,271186.253611993,306198.145451084
"P00508",230333.357859414,173408.475327472,495149.934633755,1411188.79995687,193824.96924963,518717.077757747,288598.822006561,994925.113279057,262417.920292438,615723.582917095,808579.061466237,278520.350695897,339080.16651032,350628.267630506,377163.818052693,236782.932408283,332553.948774479,321547.493173783,289217.775073394,332333.430525102
"P00509",75521.2978800939,42334.069046353,105253.264759343,114682.63793573,104684.138701573,40917.9538409856,115750.254706734,96569.3476887284,64816.4277328049,70916.2172499507,105337.769823103,61300.7998798623,61829.4313402233,57131.579855472,31024.8192894763,61562.8670717803,74305.1506427221,96853.32943661,69109.015294608,81626.1001443643
"P00510",463732.685353477,215313.580537284,685197.971844148,1105146.47719715,970824.156593645,216095.229991999,366448.264419763,274892.654338555,576362.945554929,211757.04760586,914175.763701471,369451.764021683,396386.503943326,584432.767681785,594432.612309471,517595.344679947,534688.743238476,218329.083696353,473955.544466513,1281966.51080917
"P00511",541113.542311105,428215.986235759,242092.269591972,135089.14856859,412934.694075586,460707.306921734,307906.690138754,439233.649927609,834833.348091659,532503.754170199,244686.433671823,622572.940194752,293207.582392809,639472.449097152,708491.651658292,719416.20426876,438032.439002188,361893.159141827,300363.718774557,332842.557217133
"P00512",745057.815638614,293221.575158623,624839.678117501,408511.452402066,659210.087610251,500880.058069528,360703.699545082,171514.571511699,164324.661672713,548598.817080082,400648.330374612,213317.339106836,567172.911707924,628547.208411009,213524.695373426,225117.700803224,634992.953295833,346278.849032296,572115.597793742,344476.110022383
"P00513",203599.254232667,370084.207429171,237470.570883953,230457.298247263,253520.02062676,180421.961873667,158542.019339516,168438.108344171,165455.072029027,295446.157293498,167030.724831365,263137.605266013,274708.265726883,237299.517931616,304368.472632088,439059.451196268,277525.73869569,340514.934396615,503813.21252906,141839.871851239
"P00514",237848.489542913,475122.847778824,411369.663373017,451898.636564741,263235.528133992,591884.016483966,412142.46874006,428503.833616212,156712.594642869,280191.04711834,425541.277587867,214381.606847068,337323.676461394,559475.407970868,662653.369846035,705846.027472555,359438.618862108,448901.644796801,201668.25174973,656390.997489773
"P00515",476924.289949647,244390.823887984,870953.62979082,739364.426584543,538088.747080115,263882.06147727,533866.671487991,563289.015370827,504335.932456292,449140.431026594,556787.598502437,362456.763411411,723234.916781964,281768.907930294,826803.38285227,443431.9540094,476062.89965381,987661.38440752,534058.956797754,870917.309154308
"P00516",228722.149835573,303122.192918488,252680.993797429,405618.422690053,332204.386143286,227780.619569364,669460.026744308,207845.18679639,265177.790950516,145740.758684452,228066.08487053,193871.959367049,207728.206293921,182590.864905263,179306.873074643,47895.7339291797,422160.583427578,200933.521762693,162868.350026085,141140.075435633
"P00517",622125.713420073,465439.123408415,187360.705948266,523588.07369417,519337.113236676,968889.901204317,994211.316813856,910985.246512162,1080378.05925354,416084.419106172,708264.875622383,463314.842258488,519403.342243233,437441.38360862,1310974.85311218,375716.410921125,377286.775181335,459717.755561554,1029760.66163786,472079.301201711
"P00518",399357.897467828,921695.193844319,901689.207405274,888990.832224882,743362.99282653,533440.911222364,976161.963343201,1178427.60215159,1331436.90473481,659748.226663237,1029738.7666219,763361.745905568,324202.134496352,988004.612604223,580521.364744825,745889.394549472,1490413.61905544,906613.764163917,814119.290569337,572187.292356523
"P00519",139468.72421953,262585.005713604,184562.650082594,158667.209217814,337967.065604263,211419.344690698,132155.00133347,75218.454263413,150759.305951018,240918.14512288,156644.171985375,313039.423070173,187152.895140366,192789.856771689,364248.771004987,202844.86402292,258059.930524603,107880.371746237,141720.397334617,123532.99954723
"P00520",369285.964150017,177028.528780978,427687.955410065,278172.634734029,155260.098193347,368264.53776992,346453.854637596,237681.907828056,304797.314729095,427309.629353526,180902.487988565,313889.143943227,215771.40472424,228735.668941318,210155.554219444,185846.763941016,347430.283197117,514966.813203305,236720.375932988,162253.558984723
